,project_id,constituency,district,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,data_source,source_file
982,TA10633,Coimbatore Constituency,Coimbatore,Tamil Nadu,2000000,1000000.0,918430.42,stalled,730,2024-05-14,2026-05-14,,Rural Dev Dept,road,38.4,synthetic,sample_projects_synthetic.csv
983,KA09725,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,500000,250000.0,234542.19,ONGOING,730,2023-07-06,05-07-2025,,PWD,electricity,33.1,synthetic,sample_projects_synthetic.csv
984,BI09197,Gaya Constituency,Gaya,Bihar,200000,0.0,0.0,recommended,180,2024-10-19,2025-04-17,,PWD,school,,synthetic,sample_projects_synthetic.csv
985,TA10721,Chennai Constituency,Chennai,Tamil Nadu,1000000,1000000.0,930647.02,stalled,730,2024-09-23,23-09-2026,,Zilla Parishad,irrigation,71.7,synthetic,sample_projects_synthetic.csv
986,AN10649,Guntur Constituency,Guntur,Andhra Pradesh,300000,300000.0,251040.65, sanctioned ,365,24-06-2023,23-06-2024,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv
987,BI10770,Muzaffarpur Constituency,Muzaffarpur,Bihar,1500000,0.0,0.0,recommended,90,04-04-2023,2023-07-03,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv
988,UT09584,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,500000,0.0,0.0,recommended,90,2023-01-07,2023-04-07,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv
989,RA09144,Jodhpur Constituency,Jodhpur,Rajasthan,500000,500000.0,424414.89,ongoing,270,2024-02-26,2024-11-22,,Jal Nigam,sanitation,40.6,synthetic,sample_projects_synthetic.csv
990,KE10241,Ernakulam Constituency,Ernakulam,Kerala,500000,500000.0,249792.7,sanctioned,270,2023-09-29,25-06-2024,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv
991,WE09963,Howrah Constituency,Howrah,West Bengal,500000,,182000.0, sanctioned ,180,2023-02-27,2023-08-26,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv
992,KA10349,Mysuru Constituency,Mysuru,Karnataka,2000000,2000000.0,1193799.27, sanctioned ,730,16-01-2023,2025-01-15,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv
993,TA10421,Coimbatore Constituency,Coimbatore,Tamil Nadu,500000,0.0,0.0,RECOMMENDED,180,2024-07-02,2024-12-29,,Rural Dev Dept,school,,synthetic,sample_projects_synthetic.csv
994,RA09792,Jaipur Constituency,Jaipur,Rajasthan,1000000,1000000.0,710418.43,STALLED,270,2024-02-28,2024-11-24,,PWD,electricity,44.4,synthetic,sample_projects_synthetic.csv
995,RA09138,Jaipur Constituency,Jaipur,Rajasthan,1000000,0.0,0.0,recommended,730,11-11-2023,2025-11-10,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv
996,BI10019,Muzaffarpur Constituency,Muzaffarpur,Bihar,2000000,1000000.0,434969.53,ONGOING,180,2023-12-09,2024-06-06,,PWD,road,31.2,synthetic,sample_projects_synthetic.csv
997,AN10098,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,750000,750000.0,662138.71,sanctioned,730,2023-11-02,01-11-2025,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv
998,RA09911,Jodhpur Constituency,Jodhpur,Rajasthan,750000,750000.0,387783.69,stalled,90,21-11-2023,2024-02-19,,Jal Nigam,irrigation,81.8,synthetic,sample_projects_synthetic.csv
999,AN09275,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,500000,500000.0,243591.56,ongoing,270,2023-06-18,2024-03-14,,PWD,electricity,85.7,synthetic,sample_projects_synthetic.csv
1000,TA09003,Chennai Constituency,Chennai,Tamil Nadu,1500000,1500000.0,600000.0,STALLED,90,2023-12-15,2024-03-14,,Rural Dev Dept,school,34.4,synthetic,sample_projects_synthetic.csv
1001,BI09909,Gaya Constituency,Gaya,Bihar,1500000,1500000.0,644777.95,stalled,180,26-01-2023,2023-07-25,,Rural Dev Dept,community hall,34.3,synthetic,sample_projects_synthetic.csv
1002,AN09354,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,2000000,2000000.0,1480000.0,ongoing,270,29-07-2024,25-04-2025,,Jal Nigam,road,62.5,synthetic,sample_projects_synthetic.csv
1003,KA10569,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1500000,750000.0,270000.0,sanctioned,90,2024-11-11,09-02-2025,,Jal Nigam,irrigation,,synthetic,sample_projects_synthetic.csv
1004,KA09635,Mysuru Constituency, Mysuru,Karnataka,1000000,1000000.0,578381.15,COMPLETED,180,2024-11-23,2025-05-22,2025-04-23,PWD,community hall,100.0,synthetic,sample_projects_synthetic.csv
1005,KA10232,Mysuru Constituency,Mysuru,Karnataka,750000,750000.0,705527.95,stalled,270,19-12-2023,2024-09-14,,Rural Dev Dept,irrigation,48.1,synthetic,sample_projects_synthetic.csv
1006,MA10661,Nagpur Constituency,Nagpur,Maharashtra,1000000,1000000.0,448984.29,stalled,365,20-02-2024,2025-02-19,,PWD,drinking water,17.5,synthetic,sample_projects_synthetic.csv
1007,BI09662,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,500000.0,468063.51,stalled,730,18-07-2023,2025-07-17,,PWD,school,29.3,synthetic,sample_projects_synthetic.csv
1008,RA09567,Jodhpur Constituency,Jodhpur,Rajasthan,2000000,2000000.0,1284891.93,stalled,270,2023-03-13,2023-12-08,,Zilla Parishad,sanitation,30.6,synthetic,sample_projects_synthetic.csv
1009,BI09953,Muzaffarpur Constituency,Muzaffarpur,Bihar,1500000,,764656.57,ONGOING,180,2023-02-25,24-08-2023,,PWD,sanitation,56.6,synthetic,sample_projects_synthetic.csv
1010,AN10601,Krishna Constituency,Krishna,Andhra Pradesh,2000000,2000000.0,1598112.54,sanctioned,545,2024-05-28,24-11-2025,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv
1011,UT10635,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,0.0,0.0,recommended,365,2024-02-10,2025-02-09,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv
1012,UT09903,Varanasi Constituency,Varanasi,Uttar Pradesh,750000,750000.0,354550.52,completed,365,2023-05-15,2024-05-14,2024-04-23,Zilla Parishad,sanitation,100.0,synthetic,sample_projects_synthetic.csv
1013,RA10325,Jaipur Constituency,Jaipur,Rajasthan,200000,200000.0,97228.5,ongoing,365,2024-03-08,2025-03-08,,PWD,irrigation,50.1,synthetic,sample_projects_synthetic.csv
1014,TA10544,Madurai Constituency,,Tamil Nadu,750000,750000.0,611888.88,stalled,270,06-03-2023,2023-12-01,,Zilla Parishad,sanitation,87.6,synthetic,sample_projects_synthetic.csv
1015,AN09383,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1000000,0.0,0.0,RECOMMENDED,730,2023-03-05,04-03-2025,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv
1016,WE09917,Kolkata Constituency,Kolkata,West Bengal,1000000,1000000.0,622543.2,ongoing,730,01-03-2024,01-03-2026,,PWD,electricity,48.6,synthetic,sample_projects_synthetic.csv
1017,BI09596,Muzaffarpur Constituency,Muzaffarpur,Bihar,200000,200000.0,91370.97,ongoing,180,2023-08-20,2024-02-16,,PWD,road,11.1,synthetic,sample_projects_synthetic.csv
1018,AN09587,Guntur Constituency,Guntur,Andhra Pradesh,500000,0.0,0.0,recommended,270,18-09-2024,15-06-2025,,PWD,community hall,,synthetic,sample_projects_synthetic.csv
1019,UT10749,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,200000,100000.0,93800.82,stalled,365,2023-12-30,2024-12-29,,Jal Nigam,drinking water,71.1,synthetic,sample_projects_synthetic.csv
1020,TA09429,Coimbatore Constituency,Coimbatore,Tamil Nadu,1500000,1500000.0,638315.71, sanctioned ,365,10-11-2024,2025-11-10,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv
1021,TA09564,Chennai Constituency,Chennai,Tamil Nadu,1500000,0.0,0.0, recommended ,365,06-11-2024,2025-11-06,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv
1022,KE10021,Ernakulam Constituency, Ernakulam,Kerala,500000,500000.0,229295.01, completed ,180,2023-12-19,2024-06-16,04-09-2024,Rural Dev Dept,road,100.0,synthetic,sample_projects_synthetic.csv
1023,KA10095,Mysuru Constituency,Mysuru,Karnataka,2000000,1000000.0,634745.03,completed,545,2024-09-04,2026-03-03,2026-02-18,Rural Dev Dept,irrigation,100.0,synthetic,sample_projects_synthetic.csv
1024,KA09440,Belagavi Constituency,Belagavi,Karnataka,750000,750000.0,360493.87,sanctioned,730,03-08-2023,2025-08-02,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv
1025,UT09029,Lucknow Constituency,Lucknow,Uttar Pradesh,500000,500000.0,256609.15,STALLED,270,2023-05-18,2024-02-12,,Zilla Parishad,irrigation,73.5,synthetic,sample_projects_synthetic.csv
1026,TA09126,Coimbatore Constituency, Coimbatore,Tamil Nadu,1500000,1500000.0,630000.0,stalled,365,25-03-2024,25-03-2025,,Jal Nigam,irrigation,24.6,synthetic,sample_projects_synthetic.csv
1027,UT09196,Lucknow Constituency,Lucknow,Uttar Pradesh,2000000,0.0,0.0,recommended,270,27-08-2024,24-05-2025,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv
1028,UT09398,Lucknow Constituency,Lucknow,Uttar Pradesh,500000,500000.0,428464.06,completed,180,2024-04-24,2024-10-21,2025-03-29,Jal Nigam,school,100.0,synthetic,sample_projects_synthetic.csv
1029,KE10305,Ernakulam Constituency,Ernakulam,Kerala,500000,0.0,0.0,recommended,365,16-03-2023,2024-03-15,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv
1030,KA10139,Belagavi Constituency,Belagavi,Karnataka,2000000,0.0,0.0,recommended,545,16-04-2023,12-10-2024,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv
1031,RA09322,Jodhpur Constituency,Jodhpur,Rajasthan,1500000,1500000.0,1177432.56,ongoing,730,2024-03-10,2026-03-10,,Zilla Parishad,electricity,71.3,synthetic,sample_projects_synthetic.csv
1032,BI10260,Gaya Constituency,Gaya,Bihar,1000000,0.0,0.0, recommended ,180,2023-07-13,2024-01-09,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv
1033,AN09774,Guntur Constituency,Guntur,Andhra Pradesh,500000,500000.0,324917.18,ONGOING,545,18-04-2023,2024-10-14,,Jal Nigam,drinking water,39.6,synthetic,sample_projects_synthetic.csv
1034,BI10741,Muzaffarpur Constituency,Muzaffarpur,Bihar,200000,200000.0,123230.16,ongoing,270,07-04-2023,02-01-2024,,PWD,electricity,89.4,synthetic,sample_projects_synthetic.csv
1035,AN10595,Guntur Constituency,Guntur,Andhra Pradesh,750000,750000.0,345576.09,completed,180,2023-12-28,2024-06-25,13-07-2024,PWD,sanitation,100.0,synthetic,sample_projects_synthetic.csv
1036,MA10579,Nagpur Constituency,Nagpur,Maharashtra,200000,0.0,0.0,recommended,545,2024-05-26,22-11-2025,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv
1037,BI09124,Muzaffarpur Constituency,Muzaffarpur,Bihar,750000,375000.0,332484.7, stalled ,90,2024-01-24,2024-04-23,,Rural Dev Dept,drinking water,33.5,synthetic,sample_projects_synthetic.csv
1038,BI10163,Muzaffarpur Constituency,Muzaffarpur,Bihar,500000,500000.0,223496.25, stalled ,90,06-04-2023,05-07-2023,,Jal Nigam,community hall,39.5,synthetic,sample_projects_synthetic.csv
1039,AN10010,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,300000,150000.0,125097.66,stalled,270,2023-09-05,2024-06-01,,Jal Nigam,drinking water,68.1,synthetic,sample_projects_synthetic.csv
1040,AN09762,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1500000,1500000.0,921242.14,completed,545,2023-08-09,04-02-2025,2025-06-03,PWD,school,100.0,synthetic,sample_projects_synthetic.csv
1041,BI10140,Patna Constituency,Patna,Bihar,300000,,161700.0, ongoing ,180,15-03-2024,2024-09-11,,Rural Dev Dept,drinking water,15.3,synthetic,sample_projects_synthetic.csv
1042,WE10471,Kolkata Constituency,Kolkata,West Bengal,1000000,0.0,0.0,recommended,545,2023-03-15,2024-09-10,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv
1043,TA09268,Coimbatore Constituency,Coimbatore,Tamil Nadu,300000,150000.0,108517.48,ONGOING,270,31-01-2023,28-10-2023,,PWD,road,30.1,synthetic,sample_projects_synthetic.csv
1044,RA09474,Jodhpur Constituency,Jodhpur,Rajasthan,750000,375000.0,326955.37, sanctioned ,270,2024-08-28,2025-05-25,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv
1045,UT09210,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,0.0,0.0,recommended,730,2023-08-01,31-07-2025,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv
1046,KA10723,Mysuru Constituency,Mysuru,Karnataka,1500000,1500000.0,780000.0,stalled,730,18-05-2024,2026-05-18,,PWD,community hall,35.6,synthetic,sample_projects_synthetic.csv
1047,RA09065,Jaipur Constituency,Jaipur,Rajasthan,1000000,0.0,0.0,recommended,180,2023-08-07,2024-02-03,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv
1048,UT09448,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,200000,0.0,0.0,recommended,180,2024-10-08,2025-04-06,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv
1049,RA09919,Jodhpur Constituency,Jodhpur,Rajasthan,1000000,500000.0,399416.19,SANCTIONED,270,24-06-2024,21-03-2025,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv
1050,UT09806,Lucknow Constituency,Lucknow,Uttar Pradesh,1500000,750000.0,695092.49,completed,90,2023-03-02,2023-05-31,03-06-2023,Rural Dev Dept,electricity,100.0,synthetic,sample_projects_synthetic.csv
1051,RA10745,Jodhpur Constituency,Jodhpur,Rajasthan,1000000,500000.0,410000.0,sanctioned,730,2024-03-02,02-03-2026,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv
1052,KE10324,Ernakulam Constituency,Ernakulam,Kerala,2000000,2000000.0,1632192.18,STALLED,270,10-06-2024,2025-03-07,,Rural Dev Dept,road,51.2,synthetic,sample_projects_synthetic.csv
1053,MA10695,Pune Constituency,Pune,Maharashtra,1500000,750000.0,457500.0,sanctioned,545,2024-04-18,2025-10-15,,PWD,community hall,,synthetic,sample_projects_synthetic.csv
1054,BI10557,Gaya Constituency,Gaya,Bihar,1000000,0.0,0.0,RECOMMENDED,365,2023-11-30,2024-11-29,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv
1055,KA09558,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,300000,0.0,0.0,recommended,545,24-02-2023,22-08-2024,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv
1056,KE10271,Kozhikode Constituency,Kozhikode,Kerala,750000,750000.0,509868.77,ongoing,90,11-07-2023,09-10-2023,,Rural Dev Dept,school,48.2,synthetic,sample_projects_synthetic.csv
1057,KA10593,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1500000,750000.0,555000.0, sanctioned ,730,2023-12-19,2025-12-18,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv
1058,RA10764,Jodhpur Constituency,Jodhpur,Rajasthan,750000,375000.0,292206.04, completed ,180,2024-07-09,05-01-2025,2025-06-26,Zilla Parishad,road,100.0,synthetic,sample_projects_synthetic.csv
1059,TA09334,Coimbatore Constituency,Coimbatore,Tamil Nadu,300000,300000.0,168103.93,completed,365,25-01-2023,25-01-2024,2023-12-26,PWD,electricity,100.0,synthetic,sample_projects_synthetic.csv
1060,BI09497,Patna Constituency,Patna,Bihar,1000000,1000000.0,430518.86,sanctioned,180,24-04-2024,2024-10-21,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv
1061,RA10074,Jodhpur Constituency,Jodhpur,Rajasthan,500000,0.0,0.0,recommended,90,2023-01-25,2023-04-25,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv
1062,BI10646,Gaya Constituency,Gaya,Bihar,200000,100000.0,49000.0,ongoing,180,2023-10-22,2024-04-19,,Jal Nigam,school,70.5,synthetic,sample_projects_synthetic.csv
1063,AN09214,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,500000,500000.0,449242.61,ongoing,365,2023-04-11,2024-04-10,,Rural Dev Dept,irrigation,28.6,synthetic,sample_projects_synthetic.csv
1064,MA10015,Pune Constituency,Pune,Maharashtra,1000000,0.0,0.0,recommended,365,2024-07-08,2025-07-08,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv
1065,UT10677,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,150000.0,67500.0,ongoing,365,10-01-2024,2025-01-09,,Zilla Parishad,irrigation,55.7,synthetic,sample_projects_synthetic.csv
1066,AN10562,Krishna Constituency,Krishna,Andhra Pradesh,300000,300000.0,186000.0,stalled,90,2024-02-11,11-05-2024,,Zilla Parishad,community hall,18.0,synthetic,sample_projects_synthetic.csv
1067,AN10739,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1500000,0.0,0.0,RECOMMENDED,270,02-04-2024,2024-12-28,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv
1068,AN09739,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,300000,0.0,0.0, recommended ,545,2023-07-29,2025-01-24,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv
1069,KE09522,Ernakulam Constituency,Ernakulam,Kerala,1500000,750000.0,694217.96,ongoing,365,27-11-2023,2024-11-26,,Zilla Parishad,drinking water,31.8,synthetic,sample_projects_synthetic.csv
1070,KA09042,Belagavi Constituency,Belagavi,Karnataka,2000000,2000000.0,1500000.0,stalled,365,2024-10-07,2025-10-07,,Rural Dev Dept,electricity,28.3,synthetic,sample_projects_synthetic.csv
1071,TA10246,Chennai Constituency,Chennai,Tamil Nadu,1500000,1500000.0,731951.47,SANCTIONED,180,2024-10-25,23-04-2025,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv
1072,BI10022,Muzaffarpur Constituency, Muzaffarpur,Bihar,300000,150000.0,60491.66,COMPLETED,730,2024-06-20,2026-06-20,2026-07-05,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv
1073,RA10655,Jaipur Constituency,Jaipur,Rajasthan,1500000,1500000.0,1065000.0,sanctioned,270,29-07-2024,25-04-2025,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv
1074,WE09191,Kolkata Constituency,Kolkata,West Bengal,2000000,2000000.0,1475811.6,sanctioned,270,2024-04-06,2025-01-01,,PWD,community hall,,synthetic,sample_projects_synthetic.csv
1075,AN09796,Krishna Constituency,Krishna,Andhra Pradesh,1000000,1000000.0,500000.0,ongoing,365,2023-02-21,21-02-2024,,PWD,community hall,87.9,synthetic,sample_projects_synthetic.csv
1076,WE10255,Howrah Constituency,Howrah,West Bengal,1000000,0.0,0.0,recommended,730,2023-02-13,2025-02-12,,PWD,road,,synthetic,sample_projects_synthetic.csv
1077,AN09595,Krishna Constituency,Krishna,Andhra Pradesh,2000000,,910267.56,stalled,365,2023-04-20,2024-04-19,,Zilla Parishad,irrigation,66.7,synthetic,sample_projects_synthetic.csv
1078,TA10632,Chennai Constituency,Chennai,Tamil Nadu,1500000,1500000.0,1230433.01,completed,365,2024-06-29,29-06-2025,2025-10-02,PWD,irrigation,100.0,synthetic,sample_projects_synthetic.csv
1079,RA09231,Jodhpur Constituency,Jodhpur,Rajasthan,1500000,1500000.0,1312974.12, stalled ,365,06-02-2023,2024-02-06,,Rural Dev Dept,road,32.5,synthetic,sample_projects_synthetic.csv
1080,BI09164,Gaya Constituency,Gaya,Bihar,750000,0.0,0.0,recommended,270,2024-07-29,2025-04-25,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv
1081,KA09307,Belagavi Constituency,Belagavi,Karnataka,750000,,220500.0,sanctioned,365,2023-01-30,30-01-2024,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv
1082,TA10676,Coimbatore Constituency,Coimbatore,Tamil Nadu,1000000,1000000.0,590000.0,sanctioned,180,2024-01-21,2024-07-19,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv
1083,TA09551,Madurai Constituency, Madurai,Tamil Nadu,500000,0.0,0.0,recommended,545,06-08-2024,2026-02-02,,PWD,electricity,,synthetic,sample_projects_synthetic.csv
1084,MA09906,Pune Constituency,Pune,Maharashtra,750000,750000.0,721390.02,sanctioned,365,2024-01-30,2025-01-29,,PWD,road,,synthetic,sample_projects_synthetic.csv
1085,KA09013,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1500000,750000.0,321684.36,sanctioned,730,11-07-2024,2026-07-11,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv
1086,TA09004,Coimbatore Constituency,Coimbatore,Tamil Nadu,750000,0.0,0.0,recommended,365,2024-08-22,2025-08-22,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv
1087,WE10273,Howrah Constituency,Howrah,West Bengal,1500000,0.0,0.0,recommended,90,2024-09-14,2024-12-13,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv
1088,KA09742,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1500000,1500000.0,765000.0,completed,90,14-03-2024,2024-06-12,2024-08-14,PWD,irrigation,100.0,synthetic,sample_projects_synthetic.csv
1089,BI09150,Gaya Constituency,Gaya,Bihar,2000000,2000000.0,1674008.3,stalled,365,2023-04-28,2024-04-27,,Zilla Parishad,community hall,33.0,synthetic,sample_projects_synthetic.csv
1090,AN09396,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1000000,500000.0,437818.1,ongoing,365,2024-11-28,28-11-2025,,Rural Dev Dept,community hall,48.2,synthetic,sample_projects_synthetic.csv
1091,UT09143,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1500000,1500000.0,705000.0,completed,730,2024-03-30,2026-03-30,14-07-2026,Jal Nigam,community hall,100.0,synthetic,sample_projects_synthetic.csv
1092,BI09660,Gaya Constituency,Gaya,Bihar,1500000,1500000.0,1098811.57,sanctioned,730,26-06-2023,25-06-2025,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv
1093,MA10626,Nagpur Constituency, Nagpur,Maharashtra,500000,250000.0,202500.0,ongoing,365,07-07-2023,2024-07-06,,Jal Nigam,electricity,81.5,synthetic,sample_projects_synthetic.csv
1094,UT10715,Varanasi Constituency,Varanasi,Uttar Pradesh,1500000,1500000.0,645000.0, completed ,730,01-09-2023,2025-08-31,2025-10-30,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv
1095,MA10509,Nagpur Constituency,,Maharashtra,1000000,500000.0,300000.0,sanctioned,730,10-01-2023,09-01-2025,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv
1096,TA09142,Chennai Constituency,Chennai,Tamil Nadu,750000,375000.0,351700.53,ongoing,180,2023-05-31,2023-11-27,,Zilla Parishad,irrigation,11.1,synthetic,sample_projects_synthetic.csv
1097,MA10761,Nagpur Constituency,Nagpur,Maharashtra,300000,,81900.0,stalled,545,01-08-2024,2026-01-28,,Rural Dev Dept,sanitation,44.6,synthetic,sample_projects_synthetic.csv
1098,KA10711,Belagavi Constituency,Belagavi,Karnataka,750000,375000.0,210000.0,SANCTIONED,270,2023-01-03,2023-09-30,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv
1099,UT09269,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1000000,500000.0,365000.0,stalled,180,2023-10-21,18-04-2024,,Jal Nigam,electricity,84.3,synthetic,sample_projects_synthetic.csv
1100,KA09088,Belagavi Constituency,Belagavi,Karnataka,750000,750000.0,576998.68,stalled,730,2023-12-09,08-12-2025,,Rural Dev Dept,electricity,13.6,synthetic,sample_projects_synthetic.csv
1101,BI10055,Patna Constituency,Patna,Bihar,750000,750000.0,659106.03,completed,180,2024-01-25,2024-07-23,2024-06-30,PWD,irrigation,100.0,synthetic,sample_projects_synthetic.csv
1102,AN10436,Guntur Constituency, Guntur,Andhra Pradesh,500000,,241500.0,stalled,270,2023-01-28,25-10-2023,,Rural Dev Dept,sanitation,82.2,synthetic,sample_projects_synthetic.csv
1103,AN09132,Guntur Constituency,Guntur,Andhra Pradesh,200000,0.0,0.0,recommended,90,12-08-2024,2024-11-10,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv
1104,TA09580,Madurai Constituency,Madurai,Tamil Nadu,500000,500000.0,231521.1, sanctioned ,365,2023-07-08,2024-07-07,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv
1105,AN09838,Guntur Constituency,Guntur,Andhra Pradesh,750000,375000.0,265604.42,ongoing,90,2023-10-11,09-01-2024,,Zilla Parishad,road,54.7,synthetic,sample_projects_synthetic.csv
1106,KA10331,Belagavi Constituency,Belagavi,Karnataka,1000000,500000.0,484241.22,stalled,270,29-07-2024,25-04-2025,,Zilla Parishad,sanitation,52.9,synthetic,sample_projects_synthetic.csv
1107,RA09373,Jaipur Constituency,Jaipur,Rajasthan,1000000,0.0,0.0,RECOMMENDED,180,2024-06-23,2024-12-20,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv
1108,UT10648,Lucknow Constituency,Lucknow,Uttar Pradesh,750000,750000.0,442496.95,ONGOING,365,12-05-2024,12-05-2025,,Zilla Parishad,drinking water,94.4,synthetic,sample_projects_synthetic.csv
1109,BI10277,Gaya Constituency,Gaya,Bihar,750000,0.0,0.0,RECOMMENDED,270,2023-08-10,2024-05-06,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv
1110,BI09031,Gaya Constituency,Gaya,Bihar,1000000,500000.0,345369.44,stalled,180,2023-04-19,2023-10-16,,PWD,community hall,84.3,synthetic,sample_projects_synthetic.csv
1111,MA10049,Pune Constituency,Pune,Maharashtra,1000000,1000000.0,740937.82,STALLED,270,2023-02-17,2023-11-14,,Zilla Parishad,school,41.3,synthetic,sample_projects_synthetic.csv
1112,KA10447,Mysuru Constituency,Mysuru,Karnataka,2000000,1000000.0,424064.17,completed,365,22-08-2023,21-08-2024,2024-12-02,PWD,sanitation,100.0,synthetic,sample_projects_synthetic.csv
1113,KA10465,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,200000,100000.0,61180.87,completed,90,2023-04-08,2023-07-07,2023-07-07,Zilla Parishad,school,100.0,synthetic,sample_projects_synthetic.csv
1114,RA10156,Jodhpur Constituency,Jodhpur,Rajasthan,2000000,1000000.0,530000.0,sanctioned,730,01-12-2023,30-11-2025,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv
1115,TA10679,Coimbatore Constituency,Coimbatore,Tamil Nadu,2000000,0.0,0.0,recommended,180,07-04-2023,2023-10-04,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv
1116,BI09001,Patna Constituency,Patna,Bihar,500000,500000.0,468442.14,stalled,730,2023-04-16,2025-04-15,,Jal Nigam,drinking water,62.8,synthetic,sample_projects_synthetic.csv
1117,UT09328,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,500000,500000.0,235237.47,stalled,730,2023-08-10,2025-08-09,,Zilla Parishad,school,78.4,synthetic,sample_projects_synthetic.csv
