project_id,project_title,description,mp_id,constituency_id,state_id,district_id,agency_id,category,sanctioned_amount,cost_estimate,released_amount,expenditure,project_status,sanction_date,start_date,expected_completion_date,actual_completion_date,progress_percentage,latitude,longitude,data_source
PRJ-2026-0492,Infrastructure Work 493,Construction and development of infrastructure facilities.,246,246,5,246,246,Infrastructure,88346789.35,88346789.35,0.0,0.0,sanctioned,2024-02-14,2024-02-24,2025-02-13,,0.0,18.0918,76.1557,REAL_MPLADS
PRJ-2026-0493,Healthcare Work 494,Construction and development of healthcare facilities.,247,247,19,247,247,Healthcare,78021052.67,78021052.67,54614736.868999995,30485946.12,stalled,2024-02-24,2024-03-13,2025-02-23,,55.82,20.181,78.3284,REAL_MPLADS
PRJ-2026-0494,Infrastructure Work 495,Construction and development of infrastructure facilities.,247,247,19,247,247,Infrastructure,68978947.33,68978947.33,48285263.131,6097099.92,ongoing,2024-02-10,2024-03-10,2025-02-09,,11.69,20.2977,74.6341,REAL_MPLADS
PRJ-2026-0495,Water & Sanitation Work 496,Construction and development of water & sanitation facilities.,248,248,5,248,248,Water & Sanitation,82488751.6,82488751.6,82488751.6,82488751.6,completed,2024-02-04,2024-02-26,2025-02-03,2024-09-13,100.0,21.4667,77.3244,REAL_MPLADS
PRJ-2026-0496,Healthcare Work 497,Construction and development of healthcare facilities.,248,248,5,248,248,Healthcare,89011248.4,89011248.4,62307873.88,21813986.65,stalled,2024-01-21,2024-02-19,2025-01-20,,35.01,26.9823,83.6344,REAL_MPLADS
PRJ-2026-0497,Roads & Pathways Work 498,Construction and development of roads & pathways facilities.,249,249,19,249,249,Roads & Pathways,105904440.57,105904440.57,105904440.57,105904440.57,completed,2024-03-23,2024-04-06,2025-03-23,2024-10-23,100.0,19.2217,72.3203,REAL_MPLADS
PRJ-2026-0498,Healthcare Work 499,Construction and development of healthcare facilities.,249,249,19,249,249,Healthcare,127816980.39000002,127816980.39000002,89471886.273,56306122.07,ongoing,2024-02-27,2024-03-24,2025-02-26,,60.72,27.6042,76.4763,REAL_MPLADS
PRJ-2026-0499,Healthcare Work 500,Construction and development of healthcare facilities.,250,250,21,250,250,Healthcare,77122781.18,77122781.18,53985946.826000005,28085812.09,ongoing,2024-04-21,2024-05-09,2025-04-21,,49.89,26.0545,76.884,REAL_MPLADS
PRJ-2026-0500,Healthcare Work 501,Construction and development of healthcare facilities.,250,250,21,250,250,Healthcare,74003330.93,74003330.93,0.0,0.0,recommended,2024-04-04,,2025-04-04,,0.0,20.9102,73.3737,REAL_MPLADS
PRJ-2026-0501,Infrastructure Work 502,Construction and development of infrastructure facilities.,251,251,10,251,251,Infrastructure,73714478.98,73714478.98,51600135.286,8100081.28,ongoing,2024-01-25,2024-02-16,2025-01-24,,15.95,20.9459,80.7551,REAL_MPLADS
PRJ-2026-0502,Roads & Pathways Work 503,Construction and development of roads & pathways facilities.,251,251,10,251,251,Roads & Pathways,73285521.02,73285521.02,51299864.713999994,38777567.74,stalled,2024-03-31,2024-04-13,2025-03-31,,75.59,17.975,86.6131,REAL_MPLADS
PRJ-2026-0503,Water & Sanitation Work 504,Construction and development of water & sanitation facilities.,252,252,27,252,252,Water & Sanitation,68275526.4,68275526.4,0.0,0.0,sanctioned,2024-02-13,2024-02-26,2025-02-12,,0.0,20.3168,80.4481,REAL_MPLADS
PRJ-2026-0504,Education Work 505,Construction and development of education facilities.,252,252,27,252,252,Education,78724473.6,78724473.6,55107131.519999996,34695450.0,stalled,2024-02-09,2024-03-06,2025-02-08,,62.96,20.0764,75.0768,REAL_MPLADS
PRJ-2026-0505,Infrastructure Work 506,Construction and development of infrastructure facilities.,253,253,5,253,253,Infrastructure,97188383.05,97188383.05,68031868.13499999,52962809.34,stalled,2024-03-10,2024-03-24,2025-03-10,,77.85,27.3769,78.8396,REAL_MPLADS
PRJ-2026-0506,Roads & Pathways Work 507,Construction and development of roads & pathways facilities.,253,253,5,253,253,Roads & Pathways,49811616.95,49811616.95,34868131.865,4167765.31,ongoing,2024-02-02,2024-02-21,2025-02-01,,11.65,22.8212,76.627,REAL_MPLADS
PRJ-2026-0507,Water & Sanitation Work 508,Construction and development of water & sanitation facilities.,254,254,11,254,254,Water & Sanitation,61634826.51,61634826.51,0.0,0.0,sanctioned,2024-02-18,2024-03-14,2025-02-17,,0.0,22.0635,81.0632,REAL_MPLADS
PRJ-2026-0508,Water & Sanitation Work 509,Construction and development of water & sanitation facilities.,254,254,11,254,254,Water & Sanitation,106162022.60000002,106162022.60000002,0.0,0.0,sanctioned,2024-02-11,2024-03-03,2025-02-10,,0.0,19.7852,84.6484,REAL_MPLADS
PRJ-2026-0509,Healthcare Work 510,Construction and development of healthcare facilities.,255,255,24,255,255,Healthcare,57876182.64,57876182.64,40513327.848,36243825.23,ongoing,2024-04-22,2024-05-13,2025-04-22,,83.72,23.8353,75.2153,REAL_MPLADS
PRJ-2026-0510,Infrastructure Work 511,Construction and development of infrastructure facilities.,255,255,24,255,255,Infrastructure,89123817.36,89123817.36,0.0,0.0,recommended,2024-04-05,,2025-04-05,,0.0,19.8616,85.7421,REAL_MPLADS
PRJ-2026-0511,Healthcare Work 512,Construction and development of healthcare facilities.,256,256,12,256,256,Healthcare,94447173.85,94447173.85,66113021.69499999,45684097.99,stalled,2024-02-24,2024-03-14,2025-02-23,,69.1,17.1914,79.536,REAL_MPLADS
PRJ-2026-0512,Roads & Pathways Work 513,Construction and development of roads & pathways facilities.,256,256,12,256,256,Roads & Pathways,52552826.150000006,52552826.150000006,0.0,0.0,recommended,2024-02-02,,2025-02-01,,0.0,26.8083,85.6547,REAL_MPLADS
PRJ-2026-0513,Education Work 514,Construction and development of education facilities.,257,257,19,257,257,Education,93908206.22,93908206.22,65735744.353999995,63594210.92,ongoing,2024-04-15,2024-05-12,2025-04-15,,89.55,25.5154,80.9916,REAL_MPLADS
PRJ-2026-0514,Infrastructure Work 515,Construction and development of infrastructure facilities.,257,257,19,257,257,Infrastructure,69043815.78,69043815.78,48330671.046,38789072.67,ongoing,2024-01-20,2024-02-18,2025-01-19,,79.25,19.8002,78.6471,REAL_MPLADS
PRJ-2026-0515,Education Work 516,Construction and development of education facilities.,258,258,5,258,258,Education,92456524.42,92456524.42,0.0,0.0,recommended,2024-02-18,,2025-02-17,,0.0,18.7312,85.7215,REAL_MPLADS
PRJ-2026-0516,Roads & Pathways Work 517,Construction and development of roads & pathways facilities.,258,258,5,258,258,Roads & Pathways,54543475.58,54543475.58,54543475.58,54543475.58,completed,2024-01-16,2024-02-02,2025-01-15,2024-08-20,100.0,19.8743,75.9336,REAL_MPLADS
PRJ-2026-0517,Healthcare Work 518,Construction and development of healthcare facilities.,259,259,11,259,259,Healthcare,65638467.48,65638467.48,45946927.235999994,16152763.18,ongoing,2024-03-21,2024-04-16,2025-03-21,,33.97,19.8319,81.2474,REAL_MPLADS
PRJ-2026-0518,Roads & Pathways Work 519,Construction and development of roads & pathways facilities.,259,259,11,259,259,Roads & Pathways,108371195.63000003,108371195.63000003,75859836.94100001,28623760.69,ongoing,2024-04-10,2024-05-04,2025-04-10,,41.55,23.2224,85.2319,REAL_MPLADS
PRJ-2026-0519,Healthcare Work 520,Construction and development of healthcare facilities.,260,260,5,260,260,Healthcare,69136787.15,69136787.15,69136787.15,69136787.15,completed,2024-04-11,2024-05-04,2025-04-11,2024-11-20,100.0,24.6477,75.3101,REAL_MPLADS
PRJ-2026-0520,Water & Sanitation Work 521,Construction and development of water & sanitation facilities.,260,260,5,260,260,Water & Sanitation,77863212.85,77863212.85,0.0,0.0,recommended,2024-04-22,,2025-04-22,,0.0,21.5446,75.5343,REAL_MPLADS
PRJ-2026-0521,Water & Sanitation Work 522,Construction and development of water & sanitation facilities.,261,261,3,261,261,Water & Sanitation,89741616.21,89741616.21,0.0,0.0,sanctioned,2024-02-26,2024-03-25,2025-02-25,,0.0,23.1631,86.9559,REAL_MPLADS
PRJ-2026-0522,Education Work 523,Construction and development of education facilities.,261,261,3,261,261,Education,57258383.79000001,57258383.79000001,40080868.653000005,30020570.62,stalled,2024-04-16,2024-05-12,2025-04-16,,74.9,17.8195,73.5245,REAL_MPLADS
PRJ-2026-0523,Healthcare Work 524,Construction and development of healthcare facilities.,262,262,12,262,262,Healthcare,74950845.91,74950845.91,0.0,0.0,sanctioned,2024-03-13,2024-03-31,2025-03-13,,0.0,22.3999,82.5426,REAL_MPLADS
PRJ-2026-0524,Healthcare Work 525,Construction and development of healthcare facilities.,262,262,12,262,262,Healthcare,72049154.09,72049154.09,50434407.863,39999528.88,stalled,2024-04-05,2024-04-19,2025-04-05,,79.31,22.9005,83.3476,REAL_MPLADS
PRJ-2026-0525,Roads & Pathways Work 526,Construction and development of roads & pathways facilities.,263,263,21,263,263,Roads & Pathways,83120443.14,83120443.14,0.0,0.0,sanctioned,2024-01-25,2024-02-06,2025-01-24,,0.0,26.1977,78.3129,REAL_MPLADS
PRJ-2026-0526,Water & Sanitation Work 527,Construction and development of water & sanitation facilities.,263,263,21,263,263,Water & Sanitation,63945513.97000001,63945513.97000001,44761859.77900001,33907108.78,stalled,2024-04-03,2024-04-27,2025-04-03,,75.75,27.9311,78.4806,REAL_MPLADS
PRJ-2026-0527,Education Work 528,Construction and development of education facilities.,264,264,15,264,264,Education,93899124.39,93899124.39,93899124.39,89204168.17,ongoing,2024-04-23,2024-05-23,2025-04-23,,7.15,25.7523,87.101,REAL_MPLADS
PRJ-2026-0528,Roads & Pathways Work 529,Construction and development of roads & pathways facilities.,264,264,15,264,264,Roads & Pathways,53100875.61,53100875.61,37170612.92699999,18585306.46,stalled,2024-04-14,2024-04-24,2025-04-14,,32.51,17.3468,86.2281,REAL_MPLADS
PRJ-2026-0529,Water & Sanitation Work 530,Construction and development of water & sanitation facilities.,265,265,11,265,265,Water & Sanitation,56781642.64,56781642.64,56781642.64,56781642.64,completed,2024-03-17,2024-04-16,2025-03-17,2024-11-02,100.0,27.2318,87.1279,REAL_MPLADS
PRJ-2026-0530,Water & Sanitation Work 531,Construction and development of water & sanitation facilities.,265,265,11,265,265,Water & Sanitation,123617364.36,123617364.36,123617364.36,123617364.36,completed,2024-04-03,2024-04-13,2025-04-03,2024-10-30,100.0,18.3969,83.2224,REAL_MPLADS
PRJ-2026-0531,Healthcare Work 532,Construction and development of healthcare facilities.,266,266,19,266,266,Healthcare,79743884.84,79743884.84,79743884.84,79743884.84,completed,2024-01-22,2024-02-15,2025-01-21,2024-09-02,100.0,21.0063,78.2926,REAL_MPLADS
PRJ-2026-0532,Infrastructure Work 533,Construction and development of infrastructure facilities.,266,266,19,266,266,Infrastructure,67256115.16,67256115.16,47079280.611999996,6631765.33,ongoing,2024-02-06,2024-02-22,2025-02-05,,14.09,20.9547,77.0065,REAL_MPLADS
PRJ-2026-0533,Roads & Pathways Work 534,Construction and development of roads & pathways facilities.,267,267,11,267,267,Roads & Pathways,80860792.54,80860792.54,0.0,0.0,ongoing,2024-01-25,2024-02-05,2025-01-24,,7.11,19.4798,75.3907,REAL_MPLADS
PRJ-2026-0534,Healthcare Work 535,Construction and development of healthcare facilities.,267,267,11,267,267,Healthcare,66139207.45999999,66139207.45999999,46297445.221999995,22065362.39,stalled,2024-01-17,2024-02-04,2025-01-16,,47.66,17.3259,85.6567,REAL_MPLADS
PRJ-2026-0535,Infrastructure Work 536,Construction and development of infrastructure facilities.,268,268,9,268,268,Infrastructure,64919108.35,64919108.35,45443375.845,21342397.64,ongoing,2024-01-27,2024-02-24,2025-01-26,,44.29,22.2987,85.7178,REAL_MPLADS
PRJ-2026-0536,Water & Sanitation Work 537,Construction and development of water & sanitation facilities.,268,268,9,268,268,Water & Sanitation,82080891.65,82080891.65,57456624.155,52163560.73,ongoing,2024-04-17,2024-05-16,2025-04-17,,88.42,20.2732,87.8146,REAL_MPLADS
PRJ-2026-0537,Healthcare Work 538,Construction and development of healthcare facilities.,269,269,23,269,269,Healthcare,50826207.77,50826207.77,50826207.77,50826207.77,completed,2024-02-15,2024-03-13,2025-02-14,2024-09-29,100.0,26.4442,78.6154,REAL_MPLADS
PRJ-2026-0538,Healthcare Work 539,Construction and development of healthcare facilities.,269,269,23,269,269,Healthcare,96173792.22999999,96173792.22999999,67321654.56099999,28921382.8,stalled,2024-01-22,2024-02-20,2025-01-21,,42.96,20.6791,75.0564,REAL_MPLADS
PRJ-2026-0539,Education Work 540,Construction and development of education facilities.,270,270,5,270,270,Education,71348640.78,71348640.78,0.0,0.0,recommended,2024-04-07,,2025-04-07,,0.0,25.2891,73.1885,REAL_MPLADS
PRJ-2026-0540,Roads & Pathways Work 541,Construction and development of roads & pathways facilities.,270,270,5,270,270,Roads & Pathways,77467643.33000001,77467643.33000001,77467643.33000001,38733821.67,stalled,2024-04-02,2024-04-23,2025-04-02,,38.98,20.1696,81.3735,REAL_MPLADS
PRJ-2026-0541,Healthcare Work 542,Construction and development of healthcare facilities.,271,271,12,271,271,Healthcare,112061214.13,112061214.13,78442849.89099999,74520707.4,ongoing,2024-03-14,2024-03-26,2025-03-14,,3.89,18.6195,83.681,REAL_MPLADS
PRJ-2026-0542,Water & Sanitation Work 543,Construction and development of water & sanitation facilities.,271,271,12,271,271,Water & Sanitation,71830928.87,71830928.87,0.0,0.0,sanctioned,2024-02-03,2024-03-03,2025-02-02,,0.0,22.4599,87.0388,REAL_MPLADS
PRJ-2026-0543,Roads & Pathways Work 544,Construction and development of roads & pathways facilities.,272,272,7,272,272,Roads & Pathways,84776731.22,84776731.22,0.0,0.0,recommended,2024-03-07,,2025-03-07,,0.0,24.87,85.0955,REAL_MPLADS
PRJ-2026-0544,Healthcare Work 545,Construction and development of healthcare facilities.,272,272,7,272,272,Healthcare,62223268.78,62223268.78,0.0,0.0,sanctioned,2024-03-05,2024-04-01,2025-03-05,,0.0,26.9481,79.916,REAL_MPLADS
PRJ-2026-0545,Roads & Pathways Work 546,Construction and development of roads & pathways facilities.,273,273,4,273,273,Roads & Pathways,72939178.21,72939178.21,0.0,0.0,ongoing,2024-02-10,2024-02-24,2025-02-09,,7.66,27.917,85.5035,REAL_MPLADS
PRJ-2026-0546,Roads & Pathways Work 547,Construction and development of roads & pathways facilities.,273,273,4,273,273,Roads & Pathways,74060821.79,74060821.79,74060821.79,74060821.79,completed,2024-03-13,2024-04-09,2025-03-13,2024-10-26,100.0,21.0985,78.0914,REAL_MPLADS
PRJ-2026-0547,Education Work 548,Construction and development of education facilities.,274,274,15,274,274,Education,104205305.01,104205305.01,104205305.01,104205305.01,completed,2024-03-22,2024-04-01,2025-03-22,2024-10-18,100.0,23.9285,73.0684,REAL_MPLADS
PRJ-2026-0548,Infrastructure Work 549,Construction and development of infrastructure facilities.,274,274,15,274,274,Infrastructure,97394287.99,97394287.99,68176001.593,34769760.81,stalled,2024-02-15,2024-03-08,2025-02-14,,51.0,26.1911,84.249,REAL_MPLADS
PRJ-2026-0549,Roads & Pathways Work 550,Construction and development of roads & pathways facilities.,275,275,14,275,275,Roads & Pathways,93689823.58,93689823.58,65582876.506,26161009.44,stalled,2024-02-13,2024-03-14,2025-02-12,,39.89,24.2762,83.4793,REAL_MPLADS
PRJ-2026-0550,Healthcare Work 551,Construction and development of healthcare facilities.,275,275,14,275,275,Healthcare,53310176.42,53310176.42,37317123.493999995,5498975.82,ongoing,2024-03-12,2024-03-28,2025-03-12,,15.0,22.2997,85.887,REAL_MPLADS
PRJ-2026-0551,Infrastructure Work 552,Construction and development of infrastructure facilities.,276,276,13,276,276,Infrastructure,72877722.37,72877722.37,51014405.659,35557040.74,stalled,2024-02-13,2024-03-01,2025-02-12,,69.7,19.9683,79.5204,REAL_MPLADS
PRJ-2026-0552,Education Work 553,Construction and development of education facilities.,276,276,13,276,276,Education,74122277.63,74122277.63,74122277.63,70416163.75,ongoing,2024-02-14,2024-03-06,2025-02-13,,8.04,25.5085,84.9769,REAL_MPLADS
PRJ-2026-0553,Roads & Pathways Work 554,Construction and development of roads & pathways facilities.,277,277,15,277,277,Roads & Pathways,64899404.69,64899404.69,0.0,0.0,sanctioned,2024-04-12,2024-05-06,2025-04-12,,0.0,22.1452,83.038,REAL_MPLADS
PRJ-2026-0554,Infrastructure Work 555,Construction and development of infrastructure facilities.,277,277,15,277,277,Infrastructure,99615666.42000002,99615666.42000002,0.0,0.0,sanctioned,2024-03-17,2024-04-06,2025-03-17,,0.0,23.0205,75.1901,REAL_MPLADS
PRJ-2026-0555,Roads & Pathways Work 556,Construction and development of roads & pathways facilities.,278,278,15,278,278,Roads & Pathways,69134359.82,69134359.82,69134359.82,69134359.82,completed,2024-02-10,2024-03-11,2025-02-09,2024-09-27,100.0,26.1715,80.5706,REAL_MPLADS
PRJ-2026-0556,Water & Sanitation Work 557,Construction and development of water & sanitation facilities.,278,278,15,278,278,Water & Sanitation,77865640.18,77865640.18,0.0,0.0,sanctioned,2024-02-21,2024-03-18,2025-02-20,,0.0,22.888,72.1529,REAL_MPLADS
PRJ-2026-0557,Roads & Pathways Work 558,Construction and development of roads & pathways facilities.,279,279,17,279,279,Roads & Pathways,45100067.68,45100067.68,31570047.376,4265113.4,stalled,2024-02-17,2024-03-10,2025-02-16,,13.51,25.1742,72.9244,REAL_MPLADS
PRJ-2026-0558,Healthcare Work 559,Construction and development of healthcare facilities.,279,279,17,279,279,Healthcare,101899932.32,101899932.32,101899932.32,101899932.32,completed,2024-03-28,2024-04-24,2025-03-28,2024-11-10,100.0,23.1884,76.1633,REAL_MPLADS
PRJ-2026-0559,Healthcare Work 560,Construction and development of healthcare facilities.,280,280,31,280,280,Healthcare,94147891.32,94147891.32,65903523.92399999,62608347.73,ongoing,2024-04-13,2024-05-04,2025-04-13,,8.22,18.2919,79.8511,REAL_MPLADS
PRJ-2026-0560,Healthcare Work 561,Construction and development of healthcare facilities.,280,280,31,280,280,Healthcare,84203552.43,84203552.43,84203552.43,84203552.43,completed,2024-02-08,2024-03-06,2025-02-07,2024-09-22,100.0,24.2437,74.555,REAL_MPLADS
PRJ-2026-0561,Water & Sanitation Work 562,Construction and development of water & sanitation facilities.,281,281,12,281,281,Water & Sanitation,95212283.54,95212283.54,66648598.478,33324299.24,stalled,2024-04-08,2024-04-27,2025-04-08,,37.98,17.6444,81.7966,REAL_MPLADS
PRJ-2026-0562,Roads & Pathways Work 563,Construction and development of roads & pathways facilities.,281,281,12,281,281,Roads & Pathways,71870617.57000001,71870617.57000001,50309432.299,35267707.92,ongoing,2024-03-04,2024-03-16,2025-03-04,,67.36,17.3479,83.5175,REAL_MPLADS
PRJ-2026-0563,Infrastructure Work 564,Construction and development of infrastructure facilities.,282,282,12,282,282,Infrastructure,82085020.12,82085020.12,0.0,0.0,recommended,2024-02-17,,2025-02-16,,0.0,19.7092,85.0076,REAL_MPLADS
PRJ-2026-0564,Education Work 565,Construction and development of education facilities.,282,282,12,282,282,Education,64914979.879999995,64914979.879999995,45440485.91599999,22029547.57,stalled,2024-02-26,2024-03-22,2025-02-25,,48.48,26.2446,72.1305,REAL_MPLADS
PRJ-2026-0565,Water & Sanitation Work 566,Construction and development of water & sanitation facilities.,283,283,27,283,283,Water & Sanitation,101620621.66,101620621.66,71134435.16199999,20095477.93,stalled,2024-02-01,2024-02-15,2025-01-31,,28.25,20.4908,82.551,REAL_MPLADS
PRJ-2026-0566,Infrastructure Work 567,Construction and development of infrastructure facilities.,283,283,27,283,283,Infrastructure,45379378.34,45379378.34,31765564.838,22858500.46,stalled,2024-03-08,2024-03-26,2025-03-08,,71.96,19.9822,84.9924,REAL_MPLADS
PRJ-2026-0567,Healthcare Work 568,Construction and development of healthcare facilities.,284,284,3,284,284,Healthcare,92420716.99,92420716.99,0.0,0.0,sanctioned,2024-04-21,2024-05-18,2025-04-21,,0.0,25.2071,82.592,REAL_MPLADS
PRJ-2026-0568,Water & Sanitation Work 569,Construction and development of water & sanitation facilities.,284,284,3,284,284,Water & Sanitation,54579283.010000005,54579283.010000005,0.0,0.0,sanctioned,2024-03-02,2024-03-12,2025-03-02,,0.0,24.2237,74.3834,REAL_MPLADS
PRJ-2026-0569,Water & Sanitation Work 570,Construction and development of water & sanitation facilities.,285,285,4,285,285,Water & Sanitation,73406849.06,73406849.06,51384794.342,48815554.62,ongoing,2024-02-16,2024-03-06,2025-02-15,,8.78,17.5045,76.1916,REAL_MPLADS
PRJ-2026-0570,Roads & Pathways Work 571,Construction and development of roads & pathways facilities.,285,285,4,285,285,Roads & Pathways,73593150.94,73593150.94,51515205.65799999,6734830.03,ongoing,2024-03-07,2024-03-22,2025-03-07,,13.47,25.9076,81.467,REAL_MPLADS
PRJ-2026-0571,Infrastructure Work 572,Construction and development of infrastructure facilities.,286,286,20,286,286,Infrastructure,107118516.63,107118516.63,0.0,0.0,recommended,2024-03-19,,2025-03-19,,0.0,27.1207,84.5626,REAL_MPLADS
PRJ-2026-0572,Infrastructure Work 573,Construction and development of infrastructure facilities.,286,286,20,286,286,Infrastructure,118725341.37,118725341.37,83107738.95899999,16279984.83,ongoing,2024-02-16,2024-03-08,2025-02-15,,21.37,21.2721,72.5718,REAL_MPLADS
PRJ-2026-0573,Healthcare Work 574,Construction and development of healthcare facilities.,287,287,22,287,287,Healthcare,83912669.18,83912669.18,0.0,0.0,sanctioned,2024-02-26,2024-03-23,2025-02-25,,0.0,17.6392,87.3141,REAL_MPLADS
PRJ-2026-0574,Education Work 575,Construction and development of education facilities.,287,287,22,287,287,Education,63087330.81999999,63087330.81999999,0.0,0.0,recommended,2024-03-17,,2025-03-17,,0.0,22.779,82.7188,REAL_MPLADS
PRJ-2026-0575,Infrastructure Work 576,Construction and development of infrastructure facilities.,288,288,2,288,288,Infrastructure,87553897.68,87553897.68,0.0,0.0,sanctioned,2024-03-08,2024-04-05,2025-03-08,,0.0,17.0383,77.1369,REAL_MPLADS
PRJ-2026-0576,Water & Sanitation Work 577,Construction and development of water & sanitation facilities.,288,288,2,288,288,Water & Sanitation,59446102.31999999,59446102.31999999,41612271.62399999,27064621.46,stalled,2024-04-05,2024-04-27,2025-04-05,,65.04,17.3176,80.8072,REAL_MPLADS
PRJ-2026-0577,Infrastructure Work 578,Construction and development of infrastructure facilities.,289,289,11,289,289,Infrastructure,107588209.5,107588209.5,75311746.64999999,21429474.02,ongoing,2024-03-05,2024-03-29,2025-03-05,,27.94,18.9319,84.5833,REAL_MPLADS
PRJ-2026-0578,Infrastructure Work 579,Construction and development of infrastructure facilities.,289,289,11,289,289,Infrastructure,71363267.61000001,71363267.61000001,71363267.61000001,71363267.61000001,completed,2024-03-19,2024-04-03,2025-03-19,2024-10-20,100.0,27.3553,77.2605,REAL_MPLADS
PRJ-2026-0579,Education Work 580,Construction and development of education facilities.,290,290,3,290,290,Education,98737140.4,98737140.4,0.0,0.0,sanctioned,2024-02-28,2024-03-20,2025-02-27,,0.0,27.5797,76.6902,REAL_MPLADS
PRJ-2026-0580,Infrastructure Work 581,Construction and development of infrastructure facilities.,290,290,3,290,290,Infrastructure,48262859.599999994,48262859.599999994,33784001.71999999,9993307.71,stalled,2024-03-21,2024-04-02,2025-03-21,,29.58,26.2828,76.614,REAL_MPLADS
PRJ-2026-0581,Education Work 582,Construction and development of education facilities.,291,291,22,291,291,Education,77534130.0,77534130.0,0.0,0.0,recommended,2024-03-11,,2025-03-11,,0.0,27.9493,77.912,REAL_MPLADS
PRJ-2026-0582,Roads & Pathways Work 583,Construction and development of roads & pathways facilities.,291,291,22,291,291,Roads & Pathways,69465870.0,69465870.0,48626109.0,9657145.25,stalled,2024-02-01,2024-02-27,2025-01-31,,19.86,27.3623,86.4383,REAL_MPLADS
PRJ-2026-0583,Healthcare Work 584,Construction and development of healthcare facilities.,292,292,32,292,292,Healthcare,54509619.7,54509619.7,38156733.79,36248897.1,ongoing,2024-02-12,2024-03-12,2025-02-11,,4.59,17.8752,76.9258,REAL_MPLADS
PRJ-2026-0584,Healthcare Work 585,Construction and development of healthcare facilities.,292,292,32,292,292,Healthcare,106604922.3,106604922.3,106604922.3,101274676.18,ongoing,2024-03-19,2024-04-02,2025-03-19,,5.1,25.1362,75.7838,REAL_MPLADS
PRJ-2026-0585,Education Work 586,Construction and development of education facilities.,293,293,5,293,293,Education,56554017.81,56554017.81,39587812.467,22244391.83,stalled,2024-04-17,2024-05-02,2025-04-17,,56.19,24.6011,76.4677,REAL_MPLADS
PRJ-2026-0586,Healthcare Work 587,Construction and development of healthcare facilities.,293,293,5,293,293,Healthcare,90445982.19,90445982.19,63312187.53299999,7264771.63,ongoing,2024-04-04,2024-05-01,2025-04-04,,10.49,27.4657,72.9909,REAL_MPLADS
PRJ-2026-0587,Healthcare Work 588,Construction and development of healthcare facilities.,294,294,1,294,294,Healthcare,107429587.31,107429587.31,75200711.117,54858918.76,stalled,2024-04-01,2024-04-23,2025-04-01,,72.95,19.3772,84.2882,REAL_MPLADS
PRJ-2026-0588,Infrastructure Work 589,Construction and development of infrastructure facilities.,294,294,1,294,294,Infrastructure,88184014.38999999,88184014.38999999,88184014.38999999,88184014.38999999,completed,2024-02-02,2024-03-02,2025-02-01,2024-09-18,100.0,19.091,82.1965,REAL_MPLADS
PRJ-2026-0589,Infrastructure Work 590,Construction and development of infrastructure facilities.,295,295,3,295,295,Infrastructure,84810577.92,84810577.92,84810577.92,84810577.92,completed,2024-03-05,2024-04-04,2025-03-05,2024-10-21,100.0,27.2446,76.6649,REAL_MPLADS
PRJ-2026-0590,Education Work 591,Construction and development of education facilities.,295,295,3,295,295,Education,62189422.08,62189422.08,43532595.45599999,22518485.15,ongoing,2024-02-09,2024-02-20,2025-02-08,,48.37,20.5689,73.0221,REAL_MPLADS
PRJ-2026-0591,Education Work 592,Construction and development of education facilities.,296,296,4,296,296,Education,83357234.14,83357234.14,83357234.14,83357234.14,completed,2024-01-28,2024-02-24,2025-01-27,2024-09-11,100.0,20.3268,76.8346,REAL_MPLADS
PRJ-2026-0592,Education Work 593,Construction and development of education facilities.,296,296,4,296,296,Education,76507811.86,76507811.86,53555468.30199999,34603178.78,ongoing,2024-03-26,2024-04-10,2025-03-26,,61.04,17.9256,87.9963,REAL_MPLADS
PRJ-2026-0593,Education Work 594,Construction and development of education facilities.,297,297,33,297,297,Education,82514393.33,82514393.33,0.0,0.0,recommended,2024-04-19,,2025-04-19,,0.0,23.932,84.2728,REAL_MPLADS
PRJ-2026-0594,Education Work 595,Construction and development of education facilities.,297,297,33,297,297,Education,71428067.08,71428067.08,49999646.95599999,33324764.7,stalled,2024-03-19,2024-04-08,2025-03-19,,66.65,25.0113,77.1846,REAL_MPLADS
PRJ-2026-0595,Education Work 596,Construction and development of education facilities.,298,298,5,298,298,Education,53622331.15,53622331.15,37535631.805,5576558.33,ongoing,2024-03-13,2024-03-26,2025-03-13,,14.23,19.4248,85.4603,REAL_MPLADS
PRJ-2026-0596,Infrastructure Work 597,Construction and development of infrastructure facilities.,298,298,5,298,298,Infrastructure,93377668.85,93377668.85,93377668.85,93377668.85,completed,2024-03-21,2024-04-10,2025-03-21,2024-10-27,100.0,18.996,79.6667,REAL_MPLADS
PRJ-2026-0597,Water & Sanitation Work 598,Construction and development of water & sanitation facilities.,299,299,22,299,299,Water & Sanitation,96094873.48,96094873.48,96094873.48,96094873.48,completed,2024-04-08,2024-05-08,2025-04-08,2024-11-24,100.0,23.8748,73.949,REAL_MPLADS
PRJ-2026-0598,Roads & Pathways Work 599,Construction and development of roads & pathways facilities.,299,299,22,299,299,Roads & Pathways,50905126.519999996,50905126.519999996,0.0,0.0,recommended,2024-02-04,,2025-02-03,,0.0,17.5744,73.6836,REAL_MPLADS
