Unnamed: 0,project_id,constituency,district,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,data_source,source_file,drop_reason,released_amount_imputed,flag_reason
804,UT10615,Lucknow Constituency,Lucknow,Uttar Pradesh,500000,250000.0,312702.06,sanctioned,730,2024-10-07,2026-10-07,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
807,BI10587,Gaya Constituency,Gaya,Bihar,2000000,0.0,0.0,recommended,270,2024-04-12,2025-01-07,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
808,KE10560,Kozhikode Constituency,Kozhikode,Kerala,750000,0.0,0.0,recommended,270,2024-02-19,2024-11-15,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
819,BI10587,Gaya Constituency,Gaya,Bihar,2000000,0.0,1000.0,recommended,270,2024-04-12,2025-01-07,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
821,TA10721,Chennai Constituency,Chennai,Tamil Nadu,1000000,1000000.0,1691104.98,stalled,730,2024-09-23,2026-09-23,,Zilla Parishad,irrigation,71.7,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
828,MA10626,Nagpur Constituency,Nagpur,Maharashtra,500000,250000.0,228230.89,ongoing,365,2023-07-07,2024-07-06,,Jal Nigam,electricity,81.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
838,BI10725,Gaya Constituency,Gaya,Bihar,300000,150000.0,175467.35,ongoing,545,2024-01-28,2025-07-26,,Rural Dev Dept,community hall,59.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
841,KA10656,Mysuru Constituency,Mysuru,Karnataka,200000,100000.0,45686.73,stalled,365,2024-10-04,2025-10-04,,Jal Nigam,school,66.7,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
843,RA10652,Jaipur Constituency,Jaipur,Rajasthan,1000000,1000000.0,1466930.28,stalled,545,2024-10-25,2026-04-23,,Zilla Parishad,sanitation,40.6,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
844,UT10608,Lucknow Constituency,Lucknow,Uttar Pradesh,1500000,1500000.0,732055.92,stalled,545,2023-09-21,2025-03-19,,Rural Dev Dept,electricity,62.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
850,KE10672,Ernakulam Constituency,Ernakulam,Kerala,2000000,2000000.0,1872173.59,stalled,730,2024-05-25,2026-05-25,,Zilla Parishad,drinking water,88.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
859,TA10572,Chennai Constituency,Chennai,Tamil Nadu,500000,250000.0,453134.93,completed,270,2024-02-10,2024-11-06,2024-10-13,Rural Dev Dept,electricity,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
863,WE10690,Howrah Constituency,Howrah,West Bengal,750000,0.0,1000.0,recommended,365,2024-05-28,2025-05-28,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
867,BI10644,Gaya Constituency,Gaya,Bihar,500000,500000.0,674665.9,stalled,180,2023-05-03,2023-10-30,,Zilla Parishad,drinking water,59.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
871,TA10697,Chennai Constituency,Chennai,Tamil Nadu,1500000,1500000.0,1445636.99,ongoing,545,2024-08-04,2026-01-31,,Zilla Parishad,school,45.9,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
875,UT10719,Lucknow Constituency,Lucknow,Uttar Pradesh,2000000,1000000.0,747623.69,stalled,270,2023-01-16,2023-10-13,,Zilla Parishad,sanitation,89.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
882,UT10627,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1000000,1000000.0,1289187.06,completed,180,2024-07-26,2025-01-22,2025-04-17,Jal Nigam,electricity,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
891,AN10616,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,200000,0.0,144134.74,stalled,365,2023-08-08,2024-08-07,,Rural Dev Dept,sanitation,14.1,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
899,TA10555,Chennai Constituency,Chennai,Tamil Nadu,1000000,1000000.0,1760515.6,completed,90,2024-08-31,2024-11-29,2024-11-13,Rural Dev Dept,drinking water,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
900,MA10582,Nagpur Constituency,Nagpur,Maharashtra,750000,750000.0,629596.82,stalled,270,2024-02-11,2024-11-07,,Zilla Parishad,school,39.7,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
901,RA10563,Jodhpur Constituency,Jodhpur,Rajasthan,1500000,1500000.0,1280900.95,completed,545,2024-09-10,2026-03-09,2026-06-17,PWD,sanitation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
903,UT10706,Lucknow Constituency,Lucknow,Uttar Pradesh,200000,100000.0,63033.18,ongoing,730,2024-04-25,2026-04-25,,Rural Dev Dept,drinking water,94.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
906,TA10714,Chennai Constituency,Chennai,Tamil Nadu,1000000,1000000.0,1128910.45,stalled,545,2024-08-13,2026-02-09,,PWD,drinking water,21.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
907,BI10597,Muzaffarpur Constituency,Muzaffarpur,Bihar,500000,0.0,1000.0,recommended,180,2024-07-18,2025-01-14,,PWD,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
914,KA10727,Belagavi Constituency,Belagavi,Karnataka,1500000,1500000.0,1599219.98,ongoing,365,2024-01-04,2025-01-03,,Jal Nigam,drinking water,64.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
915,UT10648,Lucknow Constituency,Lucknow,Uttar Pradesh,750000,750000.0,758094.79,ongoing,365,2024-05-12,2025-05-12,,Zilla Parishad,drinking water,94.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
916,TA10703,Madurai Constituency,Madurai,Tamil Nadu,750000,750000.0,353259.15,stalled,365,2023-08-29,2024-08-28,,Jal Nigam,community hall,37.9,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
919,BI10725,Gaya Constituency,Gaya,Bihar,300000,150000.0,93681.17,ongoing,545,2024-01-28,2025-07-26,,Rural Dev Dept,community hall,59.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
929,TA10765,Chennai Constituency,Chennai,Tamil Nadu,2000000,1000000.0,706158.06,ongoing,730,2023-01-24,2025-01-23,,Zilla Parishad,sanitation,75.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
932,UT10631,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,2000000,1000000.0,477694.22,completed,270,2024-11-11,2025-08-08,2025-09-13,Zilla Parishad,drinking water,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
933,UT10762,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1000000,1000000.0,578151.96,sanctioned,365,2024-07-23,2025-07-23,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
934,UT10694,Lucknow Constituency,Lucknow,Uttar Pradesh,2000000,2000000.0,1531305.52,stalled,545,2024-06-16,2025-12-13,,Jal Nigam,drinking water,70.7,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
940,AN10701,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,2000000,1000000.0,3906112.1,ongoing,180,2023-07-19,2024-01-15,,Rural Dev Dept,sanitation,29.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
942,UT10627,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1000000,1000000.0,915776.7,completed,180,2024-07-26,2025-01-22,2025-04-17,Jal Nigam,electricity,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
946,UT10705,Varanasi Constituency,Varanasi,Uttar Pradesh,500000,250000.0,240882.26,completed,90,2024-06-23,2024-09-21,2024-10-25,Rural Dev Dept,road,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
956,RA10599,Jodhpur Constituency,Jodhpur,Rajasthan,200000,200000.0,213466.77,completed,365,2023-01-31,2024-01-31,2024-07-23,Rural Dev Dept,road,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
960,AN10733,Krishna Constituency,Krishna,Andhra Pradesh,1500000,1500000.0,3414734.67,completed,90,2023-01-20,2023-04-20,2023-06-19,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
968,BI10674,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,1000000.0,2353495.01,sanctioned,730,2024-09-23,2026-09-23,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
972,UT10590,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,200000,100000.0,478030.59,sanctioned,180,2024-10-16,2025-04-14,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
974,WE10748,Kolkata Constituency,Kolkata,West Bengal,2000000,1000000.0,849192.3,sanctioned,365,2023-01-28,2024-01-28,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
978,BI10678,Gaya Constituency,Gaya,Bihar,200000,100000.0,62381.29,ongoing,365,2023-03-09,2024-03-08,,Jal Nigam,drinking water,82.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
981,BI10603,Patna Constituency,Patna,Bihar,750000,375000.0,339783.47,stalled,90,2024-07-14,2024-10-12,,PWD,drinking water,18.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
982,TA10633,Coimbatore Constituency,Coimbatore,Tamil Nadu,2000000,1000000.0,918430.42,stalled,730,2024-05-14,2026-05-14,,Rural Dev Dept,road,38.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
985,TA10721,Chennai Constituency,Chennai,Tamil Nadu,1000000,1000000.0,930647.02,stalled,730,2024-09-23,2026-09-23,,Zilla Parishad,irrigation,71.7,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
986,AN10649,Guntur Constituency,Guntur,Andhra Pradesh,300000,300000.0,251040.65,sanctioned,365,2023-06-24,2024-06-23,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
987,BI10770,Muzaffarpur Constituency,Muzaffarpur,Bihar,1500000,0.0,0.0,recommended,90,2023-04-04,2023-07-03,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1003,KA10569,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1500000,750000.0,799260.06,sanctioned,90,2024-11-11,2025-02-09,,Jal Nigam,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1006,MA10661,Nagpur Constituency,Nagpur,Maharashtra,1000000,1000000.0,448984.29,stalled,365,2024-02-20,2025-02-19,,PWD,drinking water,17.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1010,AN10601,Krishna Constituency,Krishna,Andhra Pradesh,2000000,2000000.0,1598112.54,sanctioned,545,2024-05-28,2025-11-24,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1011,UT10635,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,0.0,1000.0,recommended,365,2024-02-10,2025-02-09,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1019,UT10749,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,200000,100000.0,93800.82,stalled,365,2023-12-30,2024-12-29,,Jal Nigam,drinking water,71.1,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1034,BI10741,Muzaffarpur Constituency,Muzaffarpur,Bihar,200000,200000.0,123230.16,ongoing,270,2023-04-07,2024-01-02,,PWD,electricity,89.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1035,AN10595,Guntur Constituency,Guntur,Andhra Pradesh,750000,750000.0,345576.09,completed,180,2023-12-28,2024-06-25,2024-07-13,PWD,sanitation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1036,MA10579,Nagpur Constituency,Nagpur,Maharashtra,200000,0.0,1000.0,recommended,545,2024-05-26,2025-11-22,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1046,KA10723,Mysuru Constituency,Mysuru,Karnataka,1500000,1500000.0,3294673.46,stalled,730,2024-05-18,2026-05-18,,PWD,community hall,35.6,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1051,RA10745,Jodhpur Constituency,Jodhpur,Rajasthan,1000000,500000.0,636983.57,sanctioned,730,2024-03-02,2026-03-02,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1053,MA10695,Pune Constituency,Pune,Maharashtra,1500000,750000.0,882451.1,sanctioned,545,2024-04-18,2025-10-15,,PWD,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1054,BI10557,Gaya Constituency,Gaya,Bihar,1000000,0.0,1000.0,recommended,365,2023-11-30,2024-11-29,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1057,KA10593,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1500000,750000.0,2549817.18,sanctioned,730,2023-12-19,2025-12-18,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1058,RA10764,Jodhpur Constituency,Jodhpur,Rajasthan,750000,375000.0,292206.04,completed,180,2024-07-09,2025-01-05,2025-06-26,Zilla Parishad,road,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1062,BI10646,Gaya Constituency,Gaya,Bihar,200000,100000.0,193657.54,ongoing,180,2023-10-22,2024-04-19,,Jal Nigam,school,70.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1065,UT10677,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,150000.0,480248.88,ongoing,365,2024-01-10,2025-01-09,,Zilla Parishad,irrigation,55.7,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1066,AN10562,Krishna Constituency,Krishna,Andhra Pradesh,300000,300000.0,441002.35,stalled,90,2024-02-11,2024-05-11,,Zilla Parishad,community hall,18.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1067,AN10739,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1500000,0.0,0.0,recommended,270,2024-04-02,2024-12-28,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1073,RA10655,Jaipur Constituency,Jaipur,Rajasthan,1500000,1500000.0,1860094.24,sanctioned,270,2024-07-29,2025-04-25,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1078,TA10632,Chennai Constituency,Chennai,Tamil Nadu,1500000,1500000.0,1230433.01,completed,365,2024-06-29,2025-06-29,2025-10-02,PWD,irrigation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1082,TA10676,Coimbatore Constituency,Coimbatore,Tamil Nadu,1000000,1000000.0,1192113.45,sanctioned,180,2024-01-21,2024-07-19,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1093,MA10626,Nagpur Constituency,Nagpur,Maharashtra,500000,250000.0,393315.78,ongoing,365,2023-07-07,2024-07-06,,Jal Nigam,electricity,81.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1094,UT10715,Varanasi Constituency,Varanasi,Uttar Pradesh,1500000,1500000.0,2044443.96,completed,730,2023-09-01,2025-08-31,2025-10-30,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1097,MA10761,Nagpur Constituency,Nagpur,Maharashtra,300000,0.0,248657.36,stalled,545,2024-08-01,2026-01-28,,Rural Dev Dept,sanitation,44.6,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
1098,KA10711,Belagavi Constituency,Belagavi,Karnataka,750000,375000.0,1772954.96,sanctioned,270,2023-01-03,2023-09-30,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1108,UT10648,Lucknow Constituency,Lucknow,Uttar Pradesh,750000,750000.0,442496.95,ongoing,365,2024-05-12,2025-05-12,,Zilla Parishad,drinking water,94.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1115,TA10679,Coimbatore Constituency,Coimbatore,Tamil Nadu,2000000,0.0,5544166.31,recommended,180,2023-04-07,2023-10-04,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1120,UT10699,Lucknow Constituency,Lucknow,Uttar Pradesh,500000,500000.0,349836.8,sanctioned,90,2024-01-04,2024-04-03,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1122,RA10617,Jodhpur Constituency,Jodhpur,Rajasthan,1500000,750000.0,620551.61,ongoing,180,2023-04-21,2023-10-18,,Rural Dev Dept,irrigation,60.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1126,KA10583,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,500000,250000.0,359876.9,stalled,90,2023-12-08,2024-03-07,,Jal Nigam,drinking water,48.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1130,RA10652,Jaipur Constituency,Jaipur,Rajasthan,1000000,1000000.0,991965.8,stalled,545,2024-10-25,2026-04-23,,Zilla Parishad,sanitation,40.6,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1135,KE10686,Kozhikode Constituency,Kozhikode,Kerala,2000000,0.0,1000.0,recommended,545,2024-11-09,2026-05-08,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1149,BI10674,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,1000000.0,1249750.83,sanctioned,730,2024-09-23,2026-09-23,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1151,MA10751,Pune Constituency,Pune,Maharashtra,500000,500000.0,203174.06,stalled,90,2024-05-18,2024-08-16,,Zilla Parishad,road,12.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1152,BI10770,Muzaffarpur Constituency,Muzaffarpur,Bihar,1500000,0.0,1000.0,recommended,90,2023-04-04,2023-07-03,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1155,MA10670,Pune Constituency,Pune,Maharashtra,500000,500000.0,259334.46,sanctioned,365,2024-02-17,2025-02-16,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1158,UT10693,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,0.0,0.0,recommended,730,2024-04-01,2026-04-01,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1160,TA10688,Madurai Constituency,Madurai,Tamil Nadu,2000000,2000000.0,1487050.7,stalled,90,2024-10-01,2024-12-30,,PWD,community hall,61.6,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1168,KE10702,Kozhikode Constituency,Kozhikode,Kerala,2000000,0.0,3452986.87,recommended,730,2024-11-14,2026-11-14,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1175,WE10614,Howrah Constituency,Howrah,West Bengal,750000,0.0,0.0,recommended,90,2023-03-26,2023-06-24,,Jal Nigam,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1183,UT10667,Varanasi Constituency,Varanasi,Uttar Pradesh,1000000,500000.0,261760.59,sanctioned,180,2024-06-19,2024-12-16,,PWD,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1184,KE10637,Ernakulam Constituency,Ernakulam,Kerala,750000,0.0,0.0,recommended,90,2024-10-03,2025-01-01,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1187,KA10623,Belagavi Constituency,Belagavi,Karnataka,200000,100000.0,83733.51,completed,545,2023-06-07,2024-12-03,2025-04-22,Zilla Parishad,irrigation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1190,BI10729,Gaya Constituency,Gaya,Bihar,750000,375000.0,250141.46,ongoing,180,2024-03-06,2024-09-02,,Rural Dev Dept,road,90.2,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1195,AN10645,Krishna Constituency,Krishna,Andhra Pradesh,750000,750000.0,685417.72,sanctioned,545,2023-04-08,2024-10-04,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1197,TA10622,Chennai Constituency,Chennai,Tamil Nadu,500000,0.0,0.0,recommended,270,2024-08-04,2025-05-01,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1198,KA10650,Belagavi Constituency,Belagavi,Karnataka,2000000,2000000.0,2952206.39,ongoing,545,2024-01-05,2025-07-03,,Zilla Parishad,school,51.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1200,MA10661,Nagpur Constituency,Nagpur,Maharashtra,1000000,1000000.0,756499.5,stalled,365,2024-02-20,2025-02-19,,PWD,drinking water,17.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1204,KA10726,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,750000,375000.0,335883.5,sanctioned,365,2023-08-26,2024-08-25,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1207,KA10754,Belagavi Constituency,Belagavi,Karnataka,1500000,750000.0,2303640.62,sanctioned,90,2023-10-19,2024-01-17,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1209,WE10692,Howrah Constituency,Howrah,West Bengal,1000000,0.0,0.0,recommended,90,2024-11-02,2025-01-31,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1213,TA10664,Coimbatore Constituency,Coimbatore,Tamil Nadu,1000000,500000.0,456881.43,ongoing,90,2023-05-07,2023-08-05,,Jal Nigam,community hall,74.9,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1218,UT10654,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,0.0,0.0,recommended,730,2024-07-26,2026-07-26,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1227,RA10580,Jaipur Constituency,Jaipur,Rajasthan,2000000,2000000.0,1259333.61,sanctioned,365,2023-02-10,2024-02-10,,PWD,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1229,TA10664,Coimbatore Constituency,Coimbatore,Tamil Nadu,1000000,500000.0,294386.04,ongoing,90,2023-05-07,2023-08-05,,Jal Nigam,community hall,74.9,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1230,BI10576,Patna Constituency,Patna,Bihar,1000000,1000000.0,1644472.35,ongoing,270,2023-05-28,2024-02-22,,PWD,drinking water,54.6,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1231,BI10771,Muzaffarpur Constituency,Muzaffarpur,Bihar,1500000,1500000.0,630570.51,ongoing,365,2023-07-10,2024-07-09,,Rural Dev Dept,drinking water,81.2,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1233,UT10694,Lucknow Constituency,Lucknow,Uttar Pradesh,2000000,2000000.0,976317.95,stalled,545,2024-06-16,2025-12-13,,Jal Nigam,drinking water,70.7,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1235,KE10602,Ernakulam Constituency,Ernakulam,Kerala,2000000,2000000.0,3540798.36,sanctioned,270,2024-02-21,2024-11-17,,PWD,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1241,UT10691,Lucknow Constituency,Lucknow,Uttar Pradesh,500000,250000.0,302649.41,stalled,545,2023-11-21,2025-05-19,,PWD,community hall,63.7,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1246,TA10669,Chennai Constituency,Chennai,Tamil Nadu,1000000,0.0,1109172.69,sanctioned,270,2023-09-15,2024-06-11,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
1247,TA10737,Chennai Constituency,Chennai,Tamil Nadu,500000,500000.0,597395.17,completed,365,2023-01-22,2024-01-22,2024-05-16,Zilla Parishad,electricity,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1248,TA10774,Madurai Constituency,Madurai,Tamil Nadu,300000,300000.0,506658.54,sanctioned,730,2023-01-23,2025-01-22,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1253,MA10643,Pune Constituency,Pune,Maharashtra,300000,0.0,0.0,recommended,270,2024-10-25,2025-07-22,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1269,UT10706,Lucknow Constituency,Lucknow,Uttar Pradesh,200000,100000.0,115507.6,ongoing,730,2024-04-25,2026-04-25,,Rural Dev Dept,drinking water,94.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1270,TA10698,Coimbatore Constituency,Coimbatore,Tamil Nadu,200000,0.0,1000.0,recommended,180,2023-02-08,2023-08-07,,PWD,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1271,TA10633,Coimbatore Constituency,Coimbatore,Tamil Nadu,2000000,1000000.0,1600272.04,stalled,730,2024-05-14,2026-05-14,,Rural Dev Dept,road,38.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1272,AN10601,Krishna Constituency,Krishna,Andhra Pradesh,2000000,2000000.0,2897175.31,sanctioned,545,2024-05-28,2025-11-24,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
