project_id,constituency,district,mp_name,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,released_amount_imputed
OD03289,Cuttack Constituency,Cuttack,Rajesh Sharma,Odisha,1000000.0,0.0,0.0,recommended,545.0,2024-04-22,2025-10-19,,Zilla Parishad,road,,False
AN03290,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,300000.0,300000.0,180953.23,stalled,365.0,2024-05-31,2025-05-31,,Jal Nigam,road,16.4,False
OD03291,Cuttack Constituency,Cuttack,Rajesh Sharma,Odisha,200000.0,200000.0,337006.23,ongoing,730.0,2023-06-15,2025-06-14,,Jal Nigam,sanitation,60.4,False
MA03292,Pune Constituency,Pune,Sunita Reddy,Maharashtra,500000.0,0.0,0.0,recommended,90.0,2023-09-23,2023-12-22,,Zilla Parishad,sanitation,,False
AN03293,Guntur Constituency,Guntur,Arjun Gowda,Andhra Pradesh,500000.0,500000.0,170252.22,completed,730.0,2024-11-25,2026-11-25,2027-05-16,Zilla Parishad,road,100.0,False
KE03294,Kozhikode Constituency,Kozhikode,Manoj Gowda,Kerala,2500000.0,0.0,3439695.95,recommended,365.0,2023-02-12,2024-02-12,,Rural Dev Dept,drinking water,,False
TA03295,Chennai Constituency,Chennai,Manoj Rao,Tamil Nadu,300000.0,150000.0,68409.17,sanctioned,730.0,2024-03-31,2026-03-31,,Jal Nigam,road,,False
TA03296,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,1000000.0,1000000.0,792430.56,ongoing,365.0,2023-10-30,2024-10-29,,Rural Dev Dept,road,39.8,False
MA03297,Pune Constituency,Pune,Sunita Reddy,Maharashtra,500000.0,500000.0,230766.26,ongoing,270.0,2024-11-26,2025-08-23,,Jal Nigam,electricity,59.3,False
UT03298,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,2500000.0,2500000.0,4502935.92,sanctioned,545.0,2023-12-07,2025-06-04,,PWD,school,,False
KE03299,Kozhikode Constituency,Kozhikode,Manoj Gowda,Kerala,1500000.0,1500000.0,981464.14,stalled,365.0,2023-05-17,2024-05-16,,Rural Dev Dept,sanitation,32.0,False
AN03300,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,500000.0,500000.0,437055.57,completed,365.0,2023-12-30,2024-12-29,2025-07-09,PWD,road,100.0,False
AN03301,Guntur Constituency,Guntur,Arjun Gowda,Andhra Pradesh,2500000.0,2500000.0,4060725.46,completed,270.0,2024-07-23,2025-04-19,2025-10-27,Jal Nigam,sanitation,100.0,False
AN03302,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,750000.0,0.0,0.0,recommended,90.0,2024-06-05,2024-09-03,,PWD,drinking water,,False
UT03303,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,500000.0,250000.0,211353.38,sanctioned,180.0,2024-02-14,2024-08-12,,PWD,community hall,,False
KE03304,Kozhikode Constituency,Kozhikode,Manoj Gowda,Kerala,500000.0,250000.0,77704.89,sanctioned,180.0,2023-07-27,2024-01-23,,PWD,irrigation,,False
BI03305,Patna Constituency,Patna,Arjun Verma,Bihar,1000000.0,1000000.0,1971512.87,ongoing,730.0,2023-10-24,2025-10-23,,Rural Dev Dept,electricity,45.1,False
OD03306,Cuttack Constituency,Cuttack,Rajesh Sharma,Odisha,2000000.0,2000000.0,1997335.44,ongoing,270.0,2023-08-03,2024-04-29,,PWD,sanitation,57.0,False
RA03307,Jodhpur Constituency,Jodhpur,Meena Verma,Rajasthan,750000.0,375000.0,260081.63,stalled,180.0,2024-04-14,2024-10-11,,Jal Nigam,road,16.8,False
OD03308,Cuttack Constituency,Cuttack,Rajesh Sharma,Odisha,500000.0,0.0,0.0,recommended,730.0,2023-08-14,2025-08-13,,Zilla Parishad,school,,False
KE03309,Kozhikode Constituency,Kozhikode,Manoj Gowda,Kerala,2000000.0,2000000.0,2522245.61,sanctioned,365.0,2023-10-13,2024-10-12,,Rural Dev Dept,road,,False
BI03310,Muzaffarpur Constituency,Muzaffarpur,Priya Nair,Bihar,500000.0,500000.0,274936.49,sanctioned,180.0,2023-01-21,2023-07-20,,Jal Nigam,community hall,,False
TA03311,Chennai Constituency,Chennai,Manoj Rao,Tamil Nadu,500000.0,250000.0,223729.45,ongoing,365.0,2023-03-27,2024-03-26,,Zilla Parishad,road,87.9,False
KA03312,Bengaluru Urban Constituency,Bengaluru Urban,Kavita Rao,Karnataka,1000000.0,1000000.0,791924.81,stalled,270.0,2023-09-12,2024-06-08,,PWD,electricity,31.4,False
AN03313,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,300000.0,150000.0,121403.19,completed,270.0,2024-09-24,2025-06-21,2025-10-31,Zilla Parishad,irrigation,100.0,False
AN03314,Guntur Constituency,Guntur,Arjun Gowda,Andhra Pradesh,300000.0,150000.0,148724.2,stalled,365.0,2023-08-17,2024-08-16,,Jal Nigam,electricity,20.6,False
KE03315,Ernakulam Constituency,Ernakulam,Priya Singh,Kerala,750000.0,375000.0,1131466.07,stalled,270.0,2024-02-02,2024-10-29,,Rural Dev Dept,community hall,23.6,False
BI03316,Muzaffarpur Constituency,Muzaffarpur,Priya Nair,Bihar,1500000.0,1500000.0,2673014.2,ongoing,730.0,2024-04-24,2026-04-24,,Rural Dev Dept,electricity,65.8,False
RA03317,Jaipur Constituency,Jaipur,Ramesh Kumar,Rajasthan,750000.0,375000.0,255253.36,ongoing,365.0,2024-01-28,2025-01-27,,Rural Dev Dept,school,20.2,False
BI03318,Patna Constituency,Patna,Arjun Verma,Bihar,2000000.0,2000000.0,629552.98,sanctioned,365.0,2023-12-06,2024-12-05,,Jal Nigam,electricity,,False
UT03319,Kanpur Nagar Constituency,Kanpur Nagar,Kavita Nair,Uttar Pradesh,1000000.0,1000000.0,1742643.73,sanctioned,270.0,2024-07-23,2025-04-19,,Rural Dev Dept,irrigation,,False
TA03320,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,2500000.0,1250000.0,1191710.77,ongoing,545.0,2023-04-05,2024-10-01,,Rural Dev Dept,sanitation,38.3,False
AN03321,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,1500000.0,1500000.0,844894.67,stalled,730.0,2023-05-26,2025-05-25,,PWD,sanitation,24.1,False
BI03322,Patna Constituency,Patna,Arjun Verma,Bihar,2500000.0,2500000.0,3321446.03,completed,180.0,2024-10-20,2025-04-18,2025-07-26,Zilla Parishad,community hall,100.0,False
AN03323,Guntur Constituency,Guntur,Arjun Gowda,Andhra Pradesh,2000000.0,2000000.0,812053.13,ongoing,365.0,2024-08-06,2025-08-06,,PWD,school,53.4,False
AN03324,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,1500000.0,1500000.0,907666.03,completed,545.0,2023-08-20,2025-02-15,2025-06-02,Jal Nigam,school,100.0,False
TA03325,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,750000.0,750000.0,662611.97,completed,180.0,2023-02-12,2023-08-11,2023-07-22,Rural Dev Dept,irrigation,100.0,False
KE03326,Ernakulam Constituency,Ernakulam,Priya Singh,Kerala,750000.0,375000.0,339888.03,ongoing,270.0,2023-10-06,2024-07-02,,PWD,community hall,88.8,False
AN03327,Guntur Constituency,Guntur,Arjun Gowda,Andhra Pradesh,500000.0,500000.0,580612.44,completed,545.0,2024-09-02,2026-03-01,2026-04-24,Rural Dev Dept,road,100.0,False
WE03328,Kolkata Constituency,Kolkata,Lakshmi Naidu,West Bengal,500000.0,250000.0,117809.04,ongoing,730.0,2024-01-06,2026-01-05,,Rural Dev Dept,sanitation,60.7,False
BI03329,Muzaffarpur Constituency,Muzaffarpur,Priya Nair,Bihar,1500000.0,1500000.0,2746534.15,ongoing,365.0,2024-01-10,2025-01-09,,PWD,community hall,62.5,False
RA03330,Jaipur Constituency,Jaipur,Ramesh Kumar,Rajasthan,200000.0,100000.0,87915.14,sanctioned,180.0,2023-02-12,2023-08-11,,Rural Dev Dept,drinking water,,False
TA03331,Madurai Constituency,Madurai,Anita Verma,Tamil Nadu,1000000.0,1000000.0,620163.37,stalled,730.0,2024-01-17,2026-01-16,,Jal Nigam,electricity,12.1,False
KA03332,Bengaluru Urban Constituency,Bengaluru Urban,Kavita Rao,Karnataka,2500000.0,2500000.0,1926905.33,sanctioned,545.0,2023-12-03,2025-05-31,,Jal Nigam,road,,False
BI03333,Gaya Constituency,Gaya,Lakshmi Kumar,Bihar,750000.0,750000.0,386844.08,ongoing,180.0,2024-05-10,2024-11-06,,PWD,drinking water,52.6,False
BI03334,Gaya Constituency,Gaya,Lakshmi Kumar,Bihar,500000.0,500000.0,374228.3,ongoing,180.0,2024-05-13,2024-11-09,,Rural Dev Dept,drinking water,45.6,False
KA03335,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,200000.0,100000.0,61682.66,completed,180.0,2023-01-03,2023-07-02,2023-10-02,Zilla Parishad,electricity,100.0,False
WE03336,Howrah Constituency,Howrah,Meena Singh,West Bengal,1000000.0,500000.0,1413833.65,completed,545.0,2024-04-04,2025-10-01,2026-01-29,PWD,road,100.0,False
AN03337,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,2500000.0,2500000.0,1295889.55,sanctioned,180.0,2024-08-20,2025-02-16,,Jal Nigam,electricity,,False
RA03338,Jodhpur Constituency,Jodhpur,Meena Verma,Rajasthan,1000000.0,1000000.0,733301.11,ongoing,90.0,2023-10-23,2024-01-21,,Rural Dev Dept,irrigation,89.4,False
MA03339,Nagpur Constituency,Nagpur,Ramesh Reddy,Maharashtra,2000000.0,2000000.0,1788988.22,sanctioned,90.0,2023-11-23,2024-02-21,,Zilla Parishad,drinking water,,False
MA03340,Pune Constituency,Pune,Sunita Reddy,Maharashtra,200000.0,200000.0,199984.59,ongoing,180.0,2024-11-24,2025-05-23,,Zilla Parishad,sanitation,46.4,False
AN03341,Guntur Constituency,Guntur,Arjun Gowda,Andhra Pradesh,300000.0,300000.0,564588.93,completed,365.0,2024-11-06,2025-11-06,2026-04-17,Zilla Parishad,school,100.0,False
BI03342,Patna Constituency,Patna,Arjun Verma,Bihar,2000000.0,2000000.0,1041184.88,ongoing,90.0,2023-10-24,2024-01-22,,Rural Dev Dept,school,39.1,False
BI03343,Patna Constituency,Patna,Arjun Verma,Bihar,750000.0,750000.0,390384.05,stalled,270.0,2023-09-03,2024-05-30,,Jal Nigam,irrigation,16.9,False
PU03344,Ludhiana Constituency,Ludhiana,Ramesh Iyer,Punjab,500000.0,500000.0,921722.56,ongoing,180.0,2023-12-28,2024-06-25,,Zilla Parishad,school,56.8,False
UT03345,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,2000000.0,2000000.0,3056147.97,ongoing,365.0,2023-03-03,2024-03-02,,Zilla Parishad,community hall,32.3,False
RA03346,Jodhpur Constituency,Jodhpur,Meena Verma,Rajasthan,2500000.0,2500000.0,1366956.48,ongoing,730.0,2024-05-17,2026-05-17,,PWD,sanitation,92.4,False
KE03347,Ernakulam Constituency,Ernakulam,Priya Singh,Kerala,500000.0,250000.0,133185.09,ongoing,545.0,2024-08-16,2026-02-12,,Jal Nigam,community hall,79.1,False
AN03348,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,200000.0,200000.0,306762.36,ongoing,270.0,2024-08-27,2025-05-24,,Jal Nigam,community hall,27.2,False
KA03349,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,1500000.0,1500000.0,986506.14,stalled,730.0,2023-11-14,2025-11-13,,Rural Dev Dept,school,16.2,False
KA03350,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,1500000.0,0.0,0.0,recommended,180.0,2024-07-23,2025-01-19,,Rural Dev Dept,sanitation,,False
KA03351,Mysuru Constituency,Mysuru,Manoj Singh,Karnataka,1000000.0,500000.0,200699.1,ongoing,730.0,2024-07-07,2026-07-07,,Jal Nigam,school,64.5,False
KA03352,Bengaluru Urban Constituency,Bengaluru Urban,Kavita Rao,Karnataka,500000.0,500000.0,345473.85,ongoing,270.0,2023-04-01,2023-12-27,,PWD,sanitation,74.3,False
MA03353,Nagpur Constituency,Nagpur,Ramesh Reddy,Maharashtra,2000000.0,2000000.0,1396359.95,completed,730.0,2024-05-27,2026-05-27,2026-07-18,Rural Dev Dept,school,100.0,False
KA03354,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,750000.0,750000.0,559750.93,completed,545.0,2024-02-08,2025-08-06,2025-07-13,Zilla Parishad,irrigation,100.0,False
AN03355,Guntur Constituency,Guntur,Arjun Gowda,Andhra Pradesh,1000000.0,1000000.0,863349.16,completed,90.0,2023-01-15,2023-04-15,2023-04-21,PWD,road,100.0,False
UT03356,Kanpur Nagar Constituency,Kanpur Nagar,Kavita Nair,Uttar Pradesh,2000000.0,2000000.0,1417325.94,sanctioned,545.0,2024-07-16,2026-01-12,,Rural Dev Dept,electricity,,False
AN03357,Guntur Constituency,Guntur,Arjun Gowda,Andhra Pradesh,1000000.0,500000.0,162735.91,sanctioned,545.0,2023-04-30,2024-10-26,,PWD,sanitation,,False
MA03358,Pune Constituency,Pune,Sunita Reddy,Maharashtra,500000.0,500000.0,428788.97,stalled,365.0,2024-04-29,2025-04-29,,PWD,irrigation,30.2,False
AN03359,Krishna Constituency,Krishna,Priya Kumar,Andhra Pradesh,500000.0,250000.0,247651.92,completed,545.0,2023-03-25,2024-09-20,2024-08-25,PWD,irrigation,100.0,False
BI03360,Patna Constituency,Patna,Arjun Verma,Bihar,750000.0,750000.0,703795.21,sanctioned,545.0,2024-01-10,2025-07-08,,Zilla Parishad,road,,False
KA03361,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,2500000.0,2500000.0,1464798.21,ongoing,365.0,2024-09-23,2025-09-23,,Rural Dev Dept,drinking water,94.3,False
MA03362,Pune Constituency,Pune,Sunita Reddy,Maharashtra,200000.0,200000.0,364345.91,stalled,90.0,2024-06-17,2024-09-15,,Jal Nigam,irrigation,28.8,False
TA03363,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,1500000.0,0.0,0.0,recommended,270.0,2023-10-24,2024-07-20,,Jal Nigam,school,,False
RA03364,Jaipur Constituency,Jaipur,Ramesh Kumar,Rajasthan,1000000.0,1000000.0,420375.77,ongoing,365.0,2024-08-17,2025-08-17,,Zilla Parishad,school,86.9,False
TA03365,Chennai Constituency,Chennai,Manoj Rao,Tamil Nadu,300000.0,300000.0,152755.64,stalled,180.0,2023-09-27,2024-03-25,,Rural Dev Dept,irrigation,13.1,False
AN03366,Guntur Constituency,Guntur,Arjun Gowda,Andhra Pradesh,2500000.0,2500000.0,868533.63,sanctioned,90.0,2023-04-07,2023-07-06,,Jal Nigam,sanitation,,False
AN03367,Krishna Constituency,Krishna,Priya Kumar,Andhra Pradesh,500000.0,0.0,0.0,recommended,90.0,2023-11-26,2024-02-24,,Zilla Parishad,school,,False
AN03368,Guntur Constituency,Guntur,Arjun Gowda,Andhra Pradesh,750000.0,750000.0,877324.19,ongoing,730.0,2023-07-20,2025-07-19,,PWD,electricity,83.1,False
WE03369,Kolkata Constituency,Kolkata,Lakshmi Naidu,West Bengal,200000.0,200000.0,67651.88,stalled,270.0,2023-08-04,2024-04-30,,Zilla Parishad,sanitation,39.2,False
WE03370,Howrah Constituency,Howrah,Meena Singh,West Bengal,300000.0,0.0,553118.64,recommended,90.0,2023-02-05,2023-05-06,,PWD,irrigation,,False
MA03371,Pune Constituency,Pune,Sunita Reddy,Maharashtra,300000.0,150000.0,87132.21,completed,90.0,2023-05-25,2023-08-23,2024-03-08,Jal Nigam,irrigation,100.0,False
UT03372,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,2000000.0,2000000.0,3115399.54,stalled,270.0,2023-05-04,2024-01-29,,Zilla Parishad,drinking water,27.1,False
KA03373,Mysuru Constituency,Mysuru,Manoj Singh,Karnataka,500000.0,250000.0,198001.68,ongoing,545.0,2024-07-31,2026-01-27,,Zilla Parishad,electricity,44.3,False
KE03374,Ernakulam Constituency,Ernakulam,Priya Singh,Kerala,2500000.0,1250000.0,844259.18,ongoing,545.0,2024-09-21,2026-03-20,,Rural Dev Dept,road,79.7,False
UT03375,Kanpur Nagar Constituency,Kanpur Nagar,Kavita Nair,Uttar Pradesh,750000.0,750000.0,1246500.32,ongoing,90.0,2023-07-08,2023-10-06,,Rural Dev Dept,electricity,77.3,False
MA03376,Pune Constituency,Pune,Sunita Reddy,Maharashtra,200000.0,100000.0,55158.49,ongoing,545.0,2023-03-03,2024-08-29,,Zilla Parishad,road,80.3,False
WE03377,Kolkata Constituency,Kolkata,Lakshmi Naidu,West Bengal,1500000.0,1500000.0,466646.07,ongoing,365.0,2023-05-10,2024-05-09,,Zilla Parishad,electricity,36.1,False
KE03378,Kozhikode Constituency,Kozhikode,Manoj Gowda,Kerala,1500000.0,1500000.0,2653692.92,completed,270.0,2023-03-23,2023-12-18,2024-03-26,Zilla Parishad,community hall,100.0,False
MA03379,Nagpur Constituency,Nagpur,Ramesh Reddy,Maharashtra,300000.0,300000.0,185482.29,completed,365.0,2024-02-06,2025-02-05,2025-05-09,PWD,sanitation,100.0,False
KA03380,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,300000.0,0.0,0.0,recommended,365.0,2023-08-28,2024-08-27,,PWD,community hall,,False
PU03381,Ludhiana Constituency,Ludhiana,Ramesh Iyer,Punjab,1500000.0,750000.0,618258.71,ongoing,730.0,2023-08-17,2025-08-16,,PWD,community hall,26.6,False
WE03382,Howrah Constituency,Howrah,Meena Singh,West Bengal,2500000.0,2500000.0,1358566.82,completed,90.0,2023-11-09,2024-02-07,2024-07-17,PWD,school,100.0,False
TA03383,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,300000.0,300000.0,194119.3,ongoing,90.0,2024-08-22,2024-11-20,,Jal Nigam,electricity,54.7,False
PU03384,Ludhiana Constituency,Ludhiana,Ramesh Iyer,Punjab,1500000.0,750000.0,440605.97,sanctioned,180.0,2023-12-07,2024-06-04,,PWD,school,,False
TA03385,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,1000000.0,500000.0,1248189.2,ongoing,270.0,2024-06-11,2025-03-08,,PWD,electricity,27.5,False
AN03386,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,1500000.0,1500000.0,2972724.38,ongoing,365.0,2024-11-27,2025-11-27,,PWD,road,88.2,False
PU03387,Ludhiana Constituency,Ludhiana,Ramesh Iyer,Punjab,1000000.0,1000000.0,925196.89,stalled,730.0,2023-07-17,2025-07-16,,PWD,drinking water,23.3,False
BI03388,Patna Constituency,Patna,Arjun Verma,Bihar,500000.0,500000.0,249426.92,stalled,90.0,2024-10-10,2025-01-08,,Zilla Parishad,sanitation,17.8,False
TA03389,Chennai Constituency,Chennai,Manoj Rao,Tamil Nadu,500000.0,0.0,908724.04,recommended,90.0,2023-09-22,2023-12-21,,Rural Dev Dept,electricity,,False
UT03390,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,300000.0,300000.0,291496.07,stalled,180.0,2024-11-01,2025-04-30,,Jal Nigam,community hall,32.2,False
WE03391,Kolkata Constituency,Kolkata,Lakshmi Naidu,West Bengal,2500000.0,2500000.0,2138760.18,stalled,545.0,2023-05-18,2024-11-13,,Zilla Parishad,sanitation,10.2,False
MA03392,Nagpur Constituency,Nagpur,Ramesh Reddy,Maharashtra,300000.0,300000.0,174794.37,sanctioned,730.0,2023-03-24,2025-03-23,,Jal Nigam,school,,False
BI03393,Gaya Constituency,Gaya,Lakshmi Kumar,Bihar,1500000.0,1500000.0,1303859.01,stalled,270.0,2024-05-10,2025-02-04,,PWD,sanitation,21.3,False
WE03394,Howrah Constituency,Howrah,Meena Singh,West Bengal,1500000.0,1500000.0,1003099.75,completed,730.0,2024-07-24,2026-07-24,2027-01-24,Zilla Parishad,drinking water,100.0,False
TA03395,Chennai Constituency,Chennai,Manoj Rao,Tamil Nadu,500000.0,250000.0,100122.85,completed,90.0,2024-11-12,2025-02-10,2025-06-09,Rural Dev Dept,electricity,100.0,False
UT03396,Lucknow Constituency,Lucknow,Sanjay Verma,Uttar Pradesh,300000.0,300000.0,137211.34,stalled,180.0,2023-05-23,2023-11-19,,Zilla Parishad,road,21.0,False
BI03397,Muzaffarpur Constituency,Muzaffarpur,Priya Nair,Bihar,300000.0,300000.0,282241.96,ongoing,730.0,2023-10-30,2025-10-29,,PWD,school,74.5,False
KE03398,Ernakulam Constituency,Ernakulam,Priya Singh,Kerala,300000.0,150000.0,135910.84,sanctioned,730.0,2023-07-08,2025-07-07,,Rural Dev Dept,drinking water,,False
UT03399,Lucknow Constituency,Lucknow,Sanjay Verma,Uttar Pradesh,1000000.0,500000.0,437438.36,completed,270.0,2024-11-27,2025-08-24,2025-08-20,Zilla Parishad,irrigation,100.0,False
WE03400,Kolkata Constituency,Kolkata,Lakshmi Naidu,West Bengal,2000000.0,2000000.0,760136.59,completed,90.0,2023-10-11,2024-01-09,2023-12-28,Zilla Parishad,electricity,100.0,False
BI03401,Gaya Constituency,Gaya,Lakshmi Kumar,Bihar,750000.0,750000.0,526512.57,sanctioned,270.0,2024-08-23,2025-05-20,,Zilla Parishad,electricity,,False
KA03402,Bengaluru Urban Constituency,Bengaluru Urban,Kavita Rao,Karnataka,2500000.0,2500000.0,1490523.76,ongoing,180.0,2023-09-21,2024-03-19,,Jal Nigam,road,83.5,False
BI03403,Patna Constituency,Patna,Arjun Verma,Bihar,1000000.0,500000.0,284426.2,ongoing,180.0,2024-07-11,2025-01-07,,Zilla Parishad,school,90.7,False
TA03404,Chennai Constituency,Chennai,Manoj Rao,Tamil Nadu,500000.0,250000.0,245449.76,sanctioned,730.0,2024-08-06,2026-08-06,,Jal Nigam,road,,False
RA03405,Jodhpur Constituency,Jodhpur,Meena Verma,Rajasthan,1000000.0,1000000.0,403682.52,ongoing,90.0,2024-08-02,2024-10-31,,Rural Dev Dept,school,23.9,False
KE03406,Ernakulam Constituency,Ernakulam,Priya Singh,Kerala,750000.0,0.0,0.0,recommended,545.0,2023-10-28,2025-04-25,,PWD,irrigation,,False
WE03407,Howrah Constituency,Howrah,Meena Singh,West Bengal,750000.0,750000.0,498344.37,sanctioned,730.0,2023-09-05,2025-09-04,,PWD,road,,False
RA03408,Jaipur Constituency,Jaipur,Ramesh Kumar,Rajasthan,300000.0,300000.0,129485.0,sanctioned,90.0,2023-04-18,2023-07-17,,PWD,drinking water,,False
KA03409,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,2000000.0,2000000.0,1605482.27,ongoing,545.0,2024-03-31,2025-09-27,,PWD,community hall,47.2,False
KA03410,Mysuru Constituency,Mysuru,Manoj Singh,Karnataka,2000000.0,1000000.0,2853180.37,sanctioned,365.0,2023-02-20,2024-02-20,,PWD,electricity,,False
PU03411,Ludhiana Constituency,Ludhiana,Ramesh Iyer,Punjab,1500000.0,1500000.0,2593271.59,stalled,90.0,2024-07-29,2024-10-27,,PWD,sanitation,23.6,False
PU03412,Ludhiana Constituency,Ludhiana,Ramesh Iyer,Punjab,750000.0,375000.0,236773.04,completed,90.0,2023-08-29,2023-11-27,2023-12-13,Zilla Parishad,electricity,100.0,False
KA03413,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,1000000.0,1000000.0,475368.65,stalled,270.0,2024-11-21,2025-08-18,,Jal Nigam,sanitation,29.8,False
AN03414,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,750000.0,750000.0,369049.87,completed,270.0,2023-09-18,2024-06-14,2024-10-23,PWD,irrigation,100.0,False
BI03415,Gaya Constituency,Gaya,Lakshmi Kumar,Bihar,2500000.0,2500000.0,2028757.53,stalled,365.0,2023-09-20,2024-09-19,,Zilla Parishad,irrigation,11.9,False
UT03416,Kanpur Nagar Constituency,Kanpur Nagar,Kavita Nair,Uttar Pradesh,200000.0,200000.0,111597.11,ongoing,730.0,2024-07-17,2026-07-17,,PWD,sanitation,80.8,False
MA03417,Pune Constituency,Pune,Sunita Reddy,Maharashtra,200000.0,200000.0,101627.19,ongoing,545.0,2024-07-04,2025-12-31,,Rural Dev Dept,school,16.2,False
UT03418,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,2000000.0,1000000.0,636596.88,stalled,365.0,2024-08-16,2025-08-16,,Zilla Parishad,road,34.9,False
RA03419,Jodhpur Constituency,Jodhpur,Meena Verma,Rajasthan,2000000.0,1000000.0,562223.72,ongoing,730.0,2023-02-11,2025-02-10,,PWD,irrigation,12.9,False
MA03420,Nagpur Constituency,Nagpur,Ramesh Reddy,Maharashtra,750000.0,750000.0,744030.77,sanctioned,545.0,2024-03-20,2025-09-16,,PWD,drinking water,,False
TA03421,Chennai Constituency,Chennai,Manoj Rao,Tamil Nadu,2000000.0,1000000.0,989283.09,ongoing,730.0,2024-07-14,2026-07-14,,Jal Nigam,community hall,39.1,False
TA03422,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,200000.0,100000.0,42903.22,completed,180.0,2024-01-28,2024-07-26,2024-10-15,PWD,community hall,100.0,False
WE03423,Howrah Constituency,Howrah,Meena Singh,West Bengal,300000.0,300000.0,203253.75,stalled,365.0,2023-02-18,2024-02-18,,PWD,school,17.0,False
KE03424,Kozhikode Constituency,Kozhikode,Manoj Gowda,Kerala,2500000.0,1250000.0,971956.49,ongoing,270.0,2023-11-15,2024-08-11,,Rural Dev Dept,road,73.8,False
UT03425,Lucknow Constituency,Lucknow,Sanjay Verma,Uttar Pradesh,2000000.0,2000000.0,720539.83,sanctioned,365.0,2024-04-18,2025-04-18,,Jal Nigam,road,,False
AN03426,Visakhapatnam Constituency,Visakhapatnam,Sanjay Reddy,Andhra Pradesh,750000.0,0.0,0.0,recommended,365.0,2023-01-27,2024-01-27,,Jal Nigam,drinking water,,False
UT03427,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,200000.0,100000.0,56145.99,ongoing,270.0,2024-08-08,2025-05-05,,Zilla Parishad,irrigation,88.1,False
TA03428,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,1000000.0,500000.0,386287.73,ongoing,365.0,2023-03-18,2024-03-17,,Jal Nigam,drinking water,24.4,False
KA03429,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,2000000.0,0.0,0.0,recommended,365.0,2024-02-13,2025-02-12,,Rural Dev Dept,sanitation,,False
KA03430,Belagavi Constituency,Belagavi,Sanjay Gowda,Karnataka,300000.0,300000.0,197601.64,ongoing,365.0,2024-08-16,2025-08-16,,Zilla Parishad,electricity,28.0,False
TA03431,Coimbatore Constituency,Coimbatore,Ramesh Naidu,Tamil Nadu,300000.0,150000.0,149188.76,stalled,365.0,2024-02-15,2025-02-14,,Jal Nigam,irrigation,39.1,False
UT03432,Varanasi Constituency,Varanasi,Arjun Naidu,Uttar Pradesh,500000.0,500000.0,436941.56,ongoing,365.0,2024-05-14,2025-05-14,,Rural Dev Dept,sanitation,74.7,False
PU03433,Ludhiana Constituency,Ludhiana,Ramesh Iyer,Punjab,200000.0,100000.0,313571.92,ongoing,270.0,2024-07-05,2025-04-01,,PWD,community hall,14.0,False
TA03434,Madurai Constituency,Madurai,Anita Verma,Tamil Nadu,1500000.0,1500000.0,1227019.62,completed,545.0,2024-04-26,2025-10-23,2025-09-30,Zilla Parishad,drinking water,100.0,False
