project_id,constituency,district,mp_name,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,released_amount_imputed
AN08291,Guntur Constituency,Guntur,Priya Reddy,Andhra Pradesh,2500000.0,2500000.0,1744138.15,ongoing,730.0,2023-11-05,2025-11-04,,PWD,road,46.1,False
RA08292,Jaipur Constituency,Jaipur,Kavita Verma,Rajasthan,750000.0,750000.0,967881.7,stalled,365.0,2024-02-22,2025-02-21,,Jal Nigam,road,28.6,False
KA08293,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,2000000.0,2000000.0,1350848.32,sanctioned,180.0,2023-07-27,2024-01-23,,Zilla Parishad,irrigation,,False
MA08294,Pune Constituency,Pune,Ramesh Patel,Maharashtra,300000.0,300000.0,350728.24,ongoing,180.0,2024-03-17,2024-09-13,,PWD,sanitation,13.3,False
RA08295,Jodhpur Constituency,Jodhpur,Kavita Nair,Rajasthan,1000000.0,1000000.0,708179.49,stalled,90.0,2024-02-04,2024-05-04,,PWD,road,12.3,False
UT08296,Lucknow Constituency,Lucknow,Kavita Iyer,Uttar Pradesh,750000.0,750000.0,1296833.92,stalled,730.0,2023-01-25,2025-01-24,,Zilla Parishad,road,11.7,False
AN08297,Visakhapatnam Constituency,Visakhapatnam,Vikram Naidu,Andhra Pradesh,750000.0,0.0,0.0,recommended,180.0,2024-04-20,2024-10-17,,Jal Nigam,irrigation,,False
KA08298,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,500000.0,500000.0,255105.84,ongoing,365.0,2023-09-24,2024-09-23,,Jal Nigam,drinking water,57.6,False
RA08299,Jodhpur Constituency,Jodhpur,Kavita Nair,Rajasthan,1000000.0,1000000.0,494129.59,ongoing,730.0,2024-01-29,2026-01-28,,PWD,electricity,16.6,False
AN08300,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,1000000.0,0.0,0.0,recommended,270.0,2023-03-22,2023-12-17,,Jal Nigam,irrigation,,False
KA08301,Mysuru Constituency,Mysuru,Meena Iyer,Karnataka,2000000.0,1000000.0,742645.7,ongoing,365.0,2023-03-23,2024-03-22,,PWD,community hall,22.9,False
TA08302,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,2500000.0,0.0,0.0,recommended,90.0,2024-04-25,2024-07-24,,Rural Dev Dept,community hall,,False
MA08303,Pune Constituency,Pune,Ramesh Patel,Maharashtra,1000000.0,0.0,0.0,recommended,270.0,2024-01-08,2024-10-04,,Jal Nigam,school,,False
OD08304,Cuttack Constituency,Cuttack,Suresh Singh,Odisha,2500000.0,2500000.0,2316825.06,completed,545.0,2024-09-14,2026-03-13,2026-02-19,Zilla Parishad,community hall,100.0,False
OD08305,Cuttack Constituency,Cuttack,Suresh Singh,Odisha,1500000.0,1500000.0,791281.41,completed,545.0,2023-09-15,2025-03-13,2025-08-14,Jal Nigam,electricity,100.0,False
KA08306,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,1000000.0,1000000.0,1563652.6,stalled,90.0,2023-08-21,2023-11-19,,PWD,irrigation,28.8,False
AN08307,Guntur Constituency,Guntur,Priya Reddy,Andhra Pradesh,500000.0,250000.0,160189.23,completed,545.0,2023-12-31,2025-06-28,2025-10-14,Jal Nigam,irrigation,100.0,False
RA08308,Jodhpur Constituency,Jodhpur,Kavita Nair,Rajasthan,750000.0,750000.0,531884.01,stalled,545.0,2023-08-20,2025-02-15,,Jal Nigam,drinking water,34.3,False
UT08309,Kanpur Nagar Constituency,Kanpur Nagar,Anita Iyer,Uttar Pradesh,1500000.0,1500000.0,1385912.63,ongoing,180.0,2024-09-17,2025-03-16,,PWD,road,70.3,False
UT08310,Varanasi Constituency,Varanasi,Lakshmi Gowda,Uttar Pradesh,300000.0,150000.0,67965.18,sanctioned,365.0,2024-06-30,2025-06-30,,Rural Dev Dept,electricity,,False
UT08311,Lucknow Constituency,Lucknow,Kavita Iyer,Uttar Pradesh,1500000.0,0.0,1992468.71,recommended,270.0,2023-04-17,2024-01-12,,Jal Nigam,electricity,,False
BI08312,Gaya Constituency,Gaya,Arjun Sharma,Bihar,500000.0,500000.0,258178.3,ongoing,365.0,2023-08-02,2024-08-01,,Rural Dev Dept,electricity,77.0,False
MA08313,Pune Constituency,Pune,Ramesh Patel,Maharashtra,1000000.0,1000000.0,482025.07,ongoing,365.0,2024-06-09,2025-06-09,,Rural Dev Dept,road,41.6,False
TA08314,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,300000.0,150000.0,47204.23,stalled,545.0,2023-03-16,2024-09-11,,Zilla Parishad,road,17.5,False
AN08315,Guntur Constituency,Guntur,Priya Reddy,Andhra Pradesh,1000000.0,500000.0,166210.33,completed,180.0,2023-04-20,2023-10-17,2023-11-15,PWD,electricity,100.0,False
KE08316,Kozhikode Constituency,Kozhikode,Sunita Verma,Kerala,1500000.0,1500000.0,1418132.24,sanctioned,730.0,2024-07-18,2026-07-18,,PWD,drinking water,,False
OD08317,Cuttack Constituency,Cuttack,Suresh Singh,Odisha,2000000.0,2000000.0,1349567.45,ongoing,180.0,2023-05-20,2023-11-16,,Rural Dev Dept,school,13.0,False
AN08318,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,200000.0,200000.0,174733.13,ongoing,365.0,2024-09-04,2025-09-04,,Rural Dev Dept,school,23.3,False
KA08319,Mysuru Constituency,Mysuru,Meena Iyer,Karnataka,2500000.0,2500000.0,1089221.48,completed,270.0,2024-01-31,2024-10-27,2025-01-23,Jal Nigam,sanitation,100.0,False
TA08320,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,500000.0,500000.0,354167.83,sanctioned,730.0,2024-03-28,2026-03-28,,Jal Nigam,drinking water,,False
WE08321,Kolkata Constituency,Kolkata,Priya Singh,West Bengal,500000.0,0.0,0.0,recommended,545.0,2023-11-12,2025-05-10,,Jal Nigam,community hall,,False
BI08322,Patna Constituency,Patna,Arjun Verma,Bihar,500000.0,0.0,0.0,recommended,270.0,2023-09-19,2024-06-15,,Jal Nigam,road,,False
PU08323,Ludhiana Constituency,Ludhiana,Meena Rao,Punjab,2500000.0,2500000.0,2087210.68,ongoing,180.0,2023-11-08,2024-05-06,,Jal Nigam,irrigation,85.8,False
BI08324,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,300000.0,300000.0,117696.68,stalled,365.0,2024-08-28,2025-08-28,,PWD,drinking water,26.3,False
RA08325,Jaipur Constituency,Jaipur,Kavita Verma,Rajasthan,1500000.0,1500000.0,945055.79,sanctioned,180.0,2024-02-05,2024-08-03,,Zilla Parishad,irrigation,,False
KA08326,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,200000.0,200000.0,99763.88,stalled,365.0,2023-10-01,2024-09-30,,Zilla Parishad,irrigation,29.2,False
KA08327,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,2000000.0,2000000.0,1953437.21,sanctioned,730.0,2024-08-23,2026-08-23,,Zilla Parishad,irrigation,,False
BI08328,Patna Constituency,Patna,Arjun Verma,Bihar,1500000.0,750000.0,673711.79,completed,730.0,2024-11-20,2026-11-20,2027-03-28,Rural Dev Dept,irrigation,100.0,False
BI08329,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,2500000.0,0.0,0.0,recommended,545.0,2023-10-25,2025-04-22,,PWD,road,,False
KA08330,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,200000.0,100000.0,68860.17,completed,270.0,2023-08-18,2024-05-14,2024-08-14,Jal Nigam,electricity,100.0,False
KA08331,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,1000000.0,1000000.0,702188.95,sanctioned,270.0,2023-04-18,2024-01-13,,Jal Nigam,community hall,,False
KA08332,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,1000000.0,0.0,0.0,recommended,90.0,2023-03-02,2023-05-31,,PWD,sanitation,,False
AN08333,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,2000000.0,1000000.0,317702.23,completed,270.0,2023-05-23,2024-02-17,2024-08-29,Jal Nigam,community hall,100.0,False
KA08334,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,2000000.0,0.0,0.0,recommended,180.0,2023-12-30,2024-06-27,,Rural Dev Dept,electricity,,False
BI08335,Patna Constituency,Patna,Arjun Verma,Bihar,300000.0,300000.0,298440.34,ongoing,365.0,2023-01-06,2024-01-06,,Rural Dev Dept,irrigation,88.0,False
TA08336,Madurai Constituency,Madurai,Sunita Singh,Tamil Nadu,750000.0,750000.0,665946.01,ongoing,180.0,2024-07-12,2025-01-08,,Rural Dev Dept,community hall,27.3,False
UT08337,Lucknow Constituency,Lucknow,Kavita Iyer,Uttar Pradesh,2000000.0,0.0,0.0,recommended,545.0,2024-03-30,2025-09-26,,Jal Nigam,electricity,,False
UT08338,Varanasi Constituency,Varanasi,Lakshmi Gowda,Uttar Pradesh,2500000.0,2500000.0,1235440.65,stalled,90.0,2024-06-12,2024-09-10,,PWD,irrigation,16.7,False
TA08339,Chennai Constituency,Chennai,Meena Verma,Tamil Nadu,1000000.0,500000.0,298113.45,stalled,90.0,2024-08-17,2024-11-15,,Zilla Parishad,community hall,16.4,False
MA08340,Pune Constituency,Pune,Ramesh Patel,Maharashtra,750000.0,375000.0,369871.77,ongoing,90.0,2023-11-22,2024-02-20,,Zilla Parishad,electricity,53.5,False
UT08341,Kanpur Nagar Constituency,Kanpur Nagar,Anita Iyer,Uttar Pradesh,1000000.0,500000.0,155352.56,stalled,270.0,2023-04-30,2024-01-25,,Jal Nigam,road,16.9,False
PU08342,Ludhiana Constituency,Ludhiana,Meena Rao,Punjab,2500000.0,2500000.0,1793422.91,ongoing,180.0,2023-07-22,2024-01-18,,Rural Dev Dept,irrigation,66.4,False
KA08343,Mysuru Constituency,Mysuru,Meena Iyer,Karnataka,300000.0,0.0,0.0,recommended,365.0,2024-06-08,2025-06-08,,Zilla Parishad,electricity,,False
KA08344,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,1500000.0,1500000.0,1272486.3,stalled,730.0,2023-09-04,2025-09-03,,PWD,community hall,26.2,False
WE08345,Kolkata Constituency,Kolkata,Priya Singh,West Bengal,1500000.0,1500000.0,1148797.03,completed,545.0,2024-07-01,2025-12-28,2025-12-03,Rural Dev Dept,school,100.0,False
RA08346,Jodhpur Constituency,Jodhpur,Kavita Nair,Rajasthan,500000.0,500000.0,414093.5,completed,180.0,2024-08-15,2025-02-11,2025-08-15,Zilla Parishad,sanitation,100.0,False
KA08347,Mysuru Constituency,Mysuru,Meena Iyer,Karnataka,750000.0,375000.0,179211.76,stalled,270.0,2024-10-29,2025-07-26,,Zilla Parishad,community hall,8.3,False
UT08348,Kanpur Nagar Constituency,Kanpur Nagar,Anita Iyer,Uttar Pradesh,750000.0,375000.0,198179.44,completed,365.0,2023-02-06,2024-02-06,2024-07-08,PWD,road,100.0,False
AN08349,Visakhapatnam Constituency,Visakhapatnam,Vikram Naidu,Andhra Pradesh,1500000.0,1500000.0,1393445.66,sanctioned,545.0,2023-10-04,2025-04-01,,Zilla Parishad,road,,False
UT08350,Varanasi Constituency,Varanasi,Lakshmi Gowda,Uttar Pradesh,200000.0,200000.0,107144.85,sanctioned,730.0,2023-03-20,2025-03-19,,Rural Dev Dept,irrigation,,False
BI08351,Gaya Constituency,Gaya,Arjun Sharma,Bihar,200000.0,0.0,0.0,recommended,180.0,2023-05-17,2023-11-13,,PWD,sanitation,,False
OD08352,Cuttack Constituency,Cuttack,Suresh Singh,Odisha,1000000.0,500000.0,472052.81,ongoing,90.0,2023-06-12,2023-09-10,,Rural Dev Dept,road,17.6,False
KA08353,Mysuru Constituency,Mysuru,Meena Iyer,Karnataka,500000.0,250000.0,100554.83,sanctioned,90.0,2024-04-10,2024-07-09,,PWD,school,,False
UT08354,Kanpur Nagar Constituency,Kanpur Nagar,Anita Iyer,Uttar Pradesh,2000000.0,1000000.0,986592.06,stalled,270.0,2024-05-21,2025-02-15,,Rural Dev Dept,community hall,9.0,False
TA08355,Chennai Constituency,Chennai,Meena Verma,Tamil Nadu,300000.0,150000.0,410936.65,completed,545.0,2023-06-07,2024-12-03,2025-04-14,PWD,school,100.0,False
TA08356,Chennai Constituency,Chennai,Meena Verma,Tamil Nadu,1000000.0,1000000.0,769890.05,completed,90.0,2024-03-23,2024-06-21,2024-07-30,Zilla Parishad,drinking water,100.0,False
MA08357,Nagpur Constituency,Nagpur,Meena Nair,Maharashtra,300000.0,300000.0,193853.86,stalled,90.0,2024-09-21,2024-12-20,,Rural Dev Dept,sanitation,30.9,False
TA08358,Chennai Constituency,Chennai,Meena Verma,Tamil Nadu,200000.0,200000.0,75954.95,ongoing,90.0,2024-11-17,2025-02-15,,Rural Dev Dept,drinking water,45.7,False
RA08359,Jodhpur Constituency,Jodhpur,Kavita Nair,Rajasthan,2500000.0,1250000.0,515378.14,ongoing,270.0,2024-08-21,2025-05-18,,Rural Dev Dept,school,17.4,False
KE08360,Kozhikode Constituency,Kozhikode,Sunita Verma,Kerala,750000.0,750000.0,254226.8,ongoing,365.0,2023-03-05,2024-03-04,,PWD,sanitation,48.3,False
AN08361,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,300000.0,150000.0,140652.56,completed,180.0,2024-08-05,2025-02-01,2025-05-31,Zilla Parishad,irrigation,100.0,False
TA08362,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,1500000.0,1500000.0,922816.25,stalled,365.0,2023-12-05,2024-12-04,,Jal Nigam,road,6.7,False
WE08363,Kolkata Constituency,Kolkata,Priya Singh,West Bengal,500000.0,500000.0,373161.18,ongoing,180.0,2023-09-21,2024-03-19,,Rural Dev Dept,drinking water,21.3,False
KA08364,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,750000.0,750000.0,545782.23,ongoing,270.0,2024-06-19,2025-03-16,,PWD,drinking water,17.0,False
BI08365,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,2000000.0,2000000.0,2945469.09,sanctioned,730.0,2024-09-12,2026-09-12,,Zilla Parishad,community hall,,False
AN08366,Guntur Constituency,Guntur,Priya Reddy,Andhra Pradesh,200000.0,200000.0,90146.53,sanctioned,545.0,2024-03-03,2025-08-30,,PWD,school,,False
TA08367,Chennai Constituency,Chennai,Meena Verma,Tamil Nadu,1500000.0,1500000.0,991428.15,ongoing,180.0,2024-04-10,2024-10-07,,Jal Nigam,sanitation,75.9,False
KA08368,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,2000000.0,1000000.0,2380700.47,completed,545.0,2024-07-23,2026-01-19,2026-03-08,Zilla Parishad,irrigation,100.0,False
KE08369,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,500000.0,500000.0,410972.74,ongoing,90.0,2023-05-23,2023-08-21,,Zilla Parishad,road,74.2,False
KA08370,Mysuru Constituency,Mysuru,Meena Iyer,Karnataka,500000.0,500000.0,413957.51,stalled,270.0,2023-04-10,2024-01-05,,Jal Nigam,school,32.4,False
WE08371,Kolkata Constituency,Kolkata,Priya Singh,West Bengal,2500000.0,2500000.0,1743223.34,completed,545.0,2023-12-07,2025-06-04,2025-12-03,Jal Nigam,drinking water,100.0,False
TA08372,Madurai Constituency,Madurai,Sunita Singh,Tamil Nadu,1000000.0,1000000.0,696586.96,sanctioned,730.0,2023-09-24,2025-09-23,,Rural Dev Dept,community hall,,False
KA08373,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,1500000.0,1500000.0,1225937.93,stalled,180.0,2024-08-05,2025-02-01,,Rural Dev Dept,irrigation,25.6,False
KE08374,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,750000.0,750000.0,682692.39,ongoing,365.0,2023-01-03,2024-01-03,,Zilla Parishad,sanitation,35.7,False
AN08375,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,1000000.0,500000.0,319493.78,stalled,270.0,2023-05-01,2024-01-26,,Rural Dev Dept,electricity,11.6,False
UT08376,Lucknow Constituency,Lucknow,Kavita Iyer,Uttar Pradesh,1000000.0,500000.0,438964.0,stalled,90.0,2024-10-26,2025-01-24,,Zilla Parishad,road,17.2,False
TA08377,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,300000.0,300000.0,395363.03,sanctioned,180.0,2023-01-20,2023-07-19,,Rural Dev Dept,drinking water,,False
KA08378,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,500000.0,500000.0,263622.63,ongoing,365.0,2023-10-09,2024-10-08,,PWD,electricity,38.9,False
KE08379,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,300000.0,300000.0,100299.74,ongoing,270.0,2024-01-24,2024-10-20,,Zilla Parishad,community hall,20.8,False
BI08380,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,750000.0,750000.0,689573.71,stalled,730.0,2023-05-28,2025-05-27,,Rural Dev Dept,road,35.4,False
TA08381,Madurai Constituency,Madurai,Sunita Singh,Tamil Nadu,500000.0,0.0,0.0,recommended,365.0,2023-06-12,2024-06-11,,Jal Nigam,irrigation,,False
UT08382,Kanpur Nagar Constituency,Kanpur Nagar,Anita Iyer,Uttar Pradesh,200000.0,200000.0,90845.16,stalled,90.0,2024-04-03,2024-07-02,,Jal Nigam,community hall,34.3,False
KA08383,Belagavi Constituency,Belagavi,Deepa Reddy,Karnataka,300000.0,150000.0,71899.82,ongoing,365.0,2024-09-11,2025-09-11,,Zilla Parishad,drinking water,10.8,False
UT08384,Kanpur Nagar Constituency,Kanpur Nagar,Anita Iyer,Uttar Pradesh,300000.0,300000.0,132243.64,completed,545.0,2023-06-05,2024-12-01,2025-03-18,Jal Nigam,electricity,100.0,False
AN08385,Visakhapatnam Constituency,Visakhapatnam,Vikram Naidu,Andhra Pradesh,300000.0,300000.0,140571.15,ongoing,365.0,2024-03-20,2025-03-20,,Zilla Parishad,irrigation,30.6,False
WE08386,Kolkata Constituency,Kolkata,Priya Singh,West Bengal,2500000.0,1250000.0,553152.54,sanctioned,365.0,2023-08-28,2024-08-27,,Jal Nigam,irrigation,,False
MA08387,Nagpur Constituency,Nagpur,Meena Nair,Maharashtra,300000.0,300000.0,275829.87,completed,180.0,2024-06-30,2024-12-27,2025-01-28,Rural Dev Dept,drinking water,100.0,False
OD08388,Cuttack Constituency,Cuttack,Suresh Singh,Odisha,2500000.0,2500000.0,1624987.99,completed,730.0,2024-05-01,2026-05-01,2026-04-24,Zilla Parishad,irrigation,100.0,False
TA08389,Chennai Constituency,Chennai,Meena Verma,Tamil Nadu,750000.0,750000.0,954255.46,completed,90.0,2024-07-15,2024-10-13,2025-01-17,PWD,electricity,100.0,False
UT08390,Lucknow Constituency,Lucknow,Kavita Iyer,Uttar Pradesh,1500000.0,1500000.0,1140952.12,completed,365.0,2023-01-26,2024-01-26,2024-02-05,Rural Dev Dept,community hall,100.0,False
TA08391,Chennai Constituency,Chennai,Meena Verma,Tamil Nadu,750000.0,375000.0,267807.54,ongoing,545.0,2023-11-25,2025-05-23,,Rural Dev Dept,sanitation,25.8,False
TA08392,Madurai Constituency,Madurai,Sunita Singh,Tamil Nadu,200000.0,200000.0,285144.71,completed,180.0,2024-08-05,2025-02-01,2025-04-28,Zilla Parishad,road,100.0,False
OD08393,Cuttack Constituency,Cuttack,Suresh Singh,Odisha,300000.0,300000.0,99581.57,sanctioned,545.0,2023-09-24,2025-03-22,,PWD,sanitation,,False
AN08394,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,2000000.0,0.0,0.0,recommended,90.0,2024-11-17,2025-02-15,,Jal Nigam,electricity,,False
AN08395,Visakhapatnam Constituency,Visakhapatnam,Vikram Naidu,Andhra Pradesh,2500000.0,1250000.0,785165.58,sanctioned,365.0,2023-04-23,2024-04-22,,Rural Dev Dept,school,,False
AN08396,Visakhapatnam Constituency,Visakhapatnam,Vikram Naidu,Andhra Pradesh,300000.0,300000.0,281811.25,completed,90.0,2024-09-13,2024-12-12,2025-02-12,Zilla Parishad,electricity,100.0,False
UT08397,Kanpur Nagar Constituency,Kanpur Nagar,Anita Iyer,Uttar Pradesh,1500000.0,750000.0,295635.81,stalled,180.0,2024-04-15,2024-10-12,,Rural Dev Dept,community hall,27.5,False
BI08398,Gaya Constituency,Gaya,Arjun Sharma,Bihar,1500000.0,0.0,0.0,recommended,180.0,2023-11-27,2024-05-25,,PWD,irrigation,,False
BI08399,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,750000.0,750000.0,614422.18,completed,270.0,2023-09-03,2024-05-30,2024-08-09,Rural Dev Dept,sanitation,100.0,False
WE08400,Howrah Constituency,Howrah,Anita Nair,West Bengal,2500000.0,0.0,0.0,recommended,365.0,2023-04-26,2024-04-25,,PWD,sanitation,,False
KE08401,Kozhikode Constituency,Kozhikode,Sunita Verma,Kerala,200000.0,0.0,0.0,recommended,90.0,2023-04-13,2023-07-12,,Rural Dev Dept,drinking water,,False
BI08402,Gaya Constituency,Gaya,Arjun Sharma,Bihar,1000000.0,1000000.0,540124.4,ongoing,365.0,2023-02-11,2024-02-11,,Rural Dev Dept,irrigation,81.2,False
WE08403,Howrah Constituency,Howrah,Anita Nair,West Bengal,2000000.0,1000000.0,629254.54,stalled,270.0,2023-11-13,2024-08-09,,Zilla Parishad,electricity,30.2,False
UT08404,Varanasi Constituency,Varanasi,Lakshmi Gowda,Uttar Pradesh,300000.0,300000.0,91647.04,ongoing,365.0,2023-11-23,2024-11-22,,Rural Dev Dept,sanitation,93.4,False
KA08405,Belagavi Constituency,Belagavi,Deepa Reddy,Karnataka,750000.0,750000.0,276939.81,stalled,270.0,2023-05-24,2024-02-18,,Zilla Parishad,school,14.0,False
KA08406,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,300000.0,300000.0,482873.75,stalled,545.0,2024-04-24,2025-10-21,,PWD,drinking water,18.8,False
KA08407,Belagavi Constituency,Belagavi,Deepa Reddy,Karnataka,500000.0,250000.0,169533.79,ongoing,270.0,2024-04-08,2025-01-03,,Rural Dev Dept,irrigation,23.2,False
KA08408,Belagavi Constituency,Belagavi,Deepa Reddy,Karnataka,2000000.0,2000000.0,1341430.14,ongoing,270.0,2023-03-05,2023-11-30,,PWD,electricity,47.6,False
BI08409,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,200000.0,200000.0,69239.16,ongoing,730.0,2024-02-20,2026-02-19,,Jal Nigam,road,84.5,False
KA08410,Belagavi Constituency,Belagavi,Deepa Reddy,Karnataka,2000000.0,2000000.0,1814848.06,stalled,545.0,2023-05-17,2024-11-12,,Jal Nigam,school,18.3,False
TA08411,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,200000.0,200000.0,184949.2,completed,545.0,2023-01-30,2024-07-28,2024-09-07,Jal Nigam,irrigation,100.0,False
KA08412,Bengaluru Urban Constituency,Bengaluru Urban,Priya Iyer,Karnataka,1000000.0,1000000.0,446973.98,sanctioned,545.0,2023-03-20,2024-09-15,,Jal Nigam,community hall,,False
AN08413,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,750000.0,375000.0,1407691.31,ongoing,180.0,2023-04-14,2023-10-11,,Jal Nigam,sanitation,58.1,False
UT08414,Varanasi Constituency,Varanasi,Lakshmi Gowda,Uttar Pradesh,200000.0,100000.0,40875.03,ongoing,365.0,2024-11-26,2025-11-26,,Rural Dev Dept,community hall,46.0,False
AN08415,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,2500000.0,2500000.0,1325625.75,ongoing,730.0,2023-07-24,2025-07-23,,Zilla Parishad,community hall,90.4,False
TA08416,Coimbatore Constituency,Coimbatore,Kavita Rao,Tamil Nadu,200000.0,100000.0,99587.59,ongoing,365.0,2024-09-12,2025-09-12,,Zilla Parishad,road,35.8,False
UT08417,Kanpur Nagar Constituency,Kanpur Nagar,Anita Iyer,Uttar Pradesh,2500000.0,1250000.0,760195.1,stalled,545.0,2024-02-19,2025-08-17,,Rural Dev Dept,community hall,12.0,False
MA08418,Pune Constituency,Pune,Ramesh Patel,Maharashtra,300000.0,300000.0,258114.03,ongoing,730.0,2023-10-13,2025-10-12,,Rural Dev Dept,road,43.3,False
BI08419,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,500000.0,500000.0,157622.37,sanctioned,180.0,2023-08-12,2024-02-08,,Zilla Parishad,sanitation,,False
UT08420,Kanpur Nagar Constituency,Kanpur Nagar,Anita Iyer,Uttar Pradesh,500000.0,250000.0,580890.25,stalled,180.0,2024-07-26,2025-01-22,,Rural Dev Dept,electricity,6.6,False
AN08421,Guntur Constituency,Guntur,Priya Reddy,Andhra Pradesh,200000.0,0.0,0.0,recommended,90.0,2024-03-21,2024-06-19,,Zilla Parishad,sanitation,,False
MA08422,Nagpur Constituency,Nagpur,Meena Nair,Maharashtra,2000000.0,2000000.0,862392.04,stalled,730.0,2024-02-22,2026-02-21,,PWD,road,5.4,False
AN08423,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,2000000.0,1000000.0,975192.78,ongoing,90.0,2024-04-19,2024-07-18,,Zilla Parishad,school,40.4,False
BI08424,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,1500000.0,1500000.0,1262405.55,completed,90.0,2024-10-11,2025-01-09,2025-01-19,PWD,sanitation,100.0,False
MA08425,Pune Constituency,Pune,Ramesh Patel,Maharashtra,1500000.0,750000.0,518631.09,stalled,365.0,2023-12-26,2024-12-25,,Jal Nigam,sanitation,18.0,False
MA08426,Pune Constituency,Pune,Ramesh Patel,Maharashtra,2000000.0,2000000.0,3484939.86,completed,730.0,2024-11-11,2026-11-11,2027-01-14,Rural Dev Dept,irrigation,100.0,False
BI08427,Gaya Constituency,Gaya,Arjun Sharma,Bihar,200000.0,100000.0,82161.55,ongoing,365.0,2023-09-16,2024-09-15,,Zilla Parishad,irrigation,80.6,False
WE08428,Kolkata Constituency,Kolkata,Priya Singh,West Bengal,500000.0,500000.0,380150.65,completed,365.0,2024-01-16,2025-01-15,2025-06-15,Zilla Parishad,road,100.0,False
KE08429,Ernakulam Constituency,Ernakulam,Vikram Patel,Kerala,300000.0,150000.0,69995.55,stalled,545.0,2023-01-31,2024-07-29,,Jal Nigam,school,27.7,False
TA08430,Madurai Constituency,Madurai,Sunita Singh,Tamil Nadu,500000.0,250000.0,135433.29,completed,90.0,2024-08-16,2024-11-14,2025-06-01,PWD,drinking water,100.0,False
BI08431,Muzaffarpur Constituency,Muzaffarpur,Ramesh Verma,Bihar,500000.0,500000.0,496509.52,stalled,545.0,2023-07-17,2025-01-12,,PWD,electricity,11.7,False
PU08432,Ludhiana Constituency,Ludhiana,Meena Rao,Punjab,2000000.0,1000000.0,2631466.59,sanctioned,365.0,2023-03-12,2024-03-11,,Jal Nigam,school,,False
BI08433,Gaya Constituency,Gaya,Arjun Sharma,Bihar,2000000.0,2000000.0,603795.53,sanctioned,545.0,2024-01-12,2025-07-10,,Zilla Parishad,sanitation,,False
AN08434,Guntur Constituency,Guntur,Priya Reddy,Andhra Pradesh,2000000.0,2000000.0,630839.8,sanctioned,365.0,2024-07-28,2025-07-28,,Jal Nigam,irrigation,,False
AN08435,Krishna Constituency,Krishna,Anita Reddy,Andhra Pradesh,300000.0,300000.0,249892.15,ongoing,545.0,2023-01-17,2024-07-15,,Rural Dev Dept,community hall,43.6,False
